unique_id,mode,gender,hold racket handed,play years,level,segment0_Az_median,segment1_Az_median,segment2_Az_median,segment3_Az_median,segment4_Az_median,segment5_Az_median,segment6_Az_median,segment7_Az_median,segment8_Az_median,segment9_Az_median,segment10_Az_median,segment11_Az_median,segment12_Az_median,segment13_Az_median,segment14_Az_median,segment15_Az_median,segment16_Az_median,segment17_Az_median,segment18_Az_median,segment19_Az_median,segment20_Az_median,segment21_Az_median,segment22_Az_median,segment23_Az_median,segment24_Az_median,segment25_Az_median,segment26_Az_median
374,9,1,1,2,2,179.0,474.0,454.5,331.0,768.5,162.0,464.0,68.0,810.0,291.0,529.0,303.5,328.0,477.5,629.0,687.0,566.0,340.5,518.0,412.0,572.5,514.0,652.0,244.0,365.0,583.0,253.0
375,9,1,1,2,2,991.0,385.0,525.5,846.0,339.5,388.0,323.0,407.5,624.0,475.5,782.0,120.0,481.0,172.0,756.0,545.0,480.0,162.5,841.0,-7.5,451.0,481.0,451.5,225.0,464.0,657.0,225.0
376,9,1,1,2,2,1.0,363.5,234.0,627.0,-54.0,491.5,190.0,515.0,129.0,358.0,233.5,270.0,661.0,265.0,286.0,358.0,213.5,531.0,311.0,795.0,-67.0,125.5,147.0,526.0,474.0,506.5,863.0
377,9,1,1,2,2,727.5,107.0,132.5,345.0,265.0,554.0,276.5,501.5,44.5,380.5,540.5,517.5,323.0,538.0,149.5,622.5,231.0,551.5,219.5,572.0,310.5,243.5,553.0,301.5,851.5,320.5,293.0
378,9,1,1,2,2,9.5,170.0,376.0,34.0,457.5,468.0,162.0,229.0,660.0,126.5,251.0,74.0,544.0,182.5,259.0,205.0,467.0,167.0,715.0,274.0,310.0,168.0,205.5,0.0,344.0,226.0,376.0
379,9,1,1,2,2,438.0,612.5,295.5,67.0,470.0,327.0,155.5,426.0,70.0,696.0,58.5,583.0,366.0,295.0,1080.0,462.5,820.5,140.0,684.5,-17.5,567.5,183.0,535.0,345.5,511.0,940.0,189.0
380,9,1,1,2,2,178.0,516.0,336.5,681.5,22.0,275.0,579.5,92.5,642.0,257.0,875.0,396.0,561.5,345.0,645.5,578.0,662.0,148.0,206.0,332.0,85.0,131.0,282.0,232.0,-54.5,65.5,379.0
381,9,1,1,2,2,935.0,10.0,600.0,-12.0,234.0,145.0,618.5,251.0,606.0,-88.0,931.0,-69.0,88.0,173.0,-17.0,-65.0,312.0,141.0,296.0,43.0,457.0,9.0,427.0,51.0,-29.0,196.0,263.5
382,9,1,1,2,2,-92.5,454.0,156.0,426.0,117.0,658.0,-233.5,452.0,331.0,84.0,64.0,-226.0,71.0,39.0,302.0,52.0,199.0,31.0,569.0,305.0,74.0,64.0,-42.0,-39.0,261.0,204.0,-20.0
383,9,1,1,2,2,-112.0,70.0,652.0,-77.0,393.5,215.5,602.0,482.5,526.0,205.0,171.0,30.0,424.0,-128.0,30.0,-109.0,390.0,350.5,32.0,596.0,513.0,-80.0,202.5,-244.0,-6.0,56.5,-156.5
384,10,1,1,2,2,-971.0,-71.5,-291.5,-25.5,204.5,232.0,133.0,1.0,-52.5,-314.5,-191.5,675.0,586.0,586.0,356.5,707.5,371.0,535.5,969.0,626.0,484.5,290.5,534.5,339.0,524.5,363.0,885.5
385,10,1,1,2,2,746.0,258.0,701.5,315.5,399.0,284.5,329.5,119.0,489.5,298.0,683.5,317.0,868.5,337.0,726.0,197.5,447.5,745.0,642.0,541.0,422.0,1129.0,453.0,400.5,877.0,269.0,834.0
386,10,1,1,2,2,402.5,668.5,127.0,654.5,412.0,476.0,684.0,320.0,635.0,346.5,481.0,603.0,306.0,1280.0,343.0,698.0,533.5,729.0,347.5,542.5,331.0,625.5,156.0,889.0,333.0,583.0,139.0
387,10,1,1,2,2,639.0,344.5,602.0,94.0,499.0,368.5,83.0,699.0,261.0,296.0,326.0,540.5,172.0,463.0,546.0,681.0,591.0,449.5,136.0,614.5,369.0,496.5,334.0,364.5,1498.0,270.5,217.5
388,10,1,1,2,2,599.0,919.5,273.0,251.5,380.0,427.5,359.5,139.0,181.5,1376.0,165.0,9.0,465.5,609.0,833.0,224.0,503.5,535.5,239.0,435.0,13.0,143.5,488.0,257.0,1043.5,445.0,129.5
389,10,1,1,2,2,67.5,769.0,290.0,788.0,493.0,332.5,304.0,524.0,314.0,173.5,143.0,315.0,781.0,500.5,743.0,290.5,68.0,320.0,266.0,342.0,381.0,92.5,468.0,244.5,634.0,41.5,703.0
390,10,1,1,2,2,433.5,177.0,67.0,445.0,1170.0,507.0,348.0,598.0,1088.0,-32.5,334.0,510.0,121.5,353.0,439.0,162.0,482.0,344.0,506.0,278.0,363.0,138.5,549.0,113.0,356.5,243.0,545.0
391,10,1,1,2,2,317.0,490.0,227.0,206.5,551.0,222.0,408.0,221.0,374.0,1046.5,401.0,534.5,199.0,534.0,99.0,848.0,202.0,918.5,517.0,393.5,698.0,205.0,757.0,411.5,647.0,129.0,812.5
392,10,1,1,2,2,712.5,-40.0,274.0,107.5,565.0,708.0,463.0,-52.0,442.0,23.0,577.5,4.0,1107.0,53.0,930.0,208.0,802.0,-10.0,665.0,-14.0,626.5,63.0,546.0,-60.5,724.0,93.0,504.0
393,10,1,1,2,2,516.0,180.0,474.5,256.0,-181.0,551.0,337.5,402.0,566.5,422.0,190.5,-150.0,-1.0,345.0,527.5,820.0,541.0,-37.0,146.0,145.0,222.0,143.0,380.5,168.0,132.5,71.0,263.5
394,10,1,1,2,2,210.0,-147.0,242.0,-209.0,671.0,77.0,498.0,-51.0,583.0,323.5,454.0,342.0,472.0,201.0,639.0,584.0,-57.0,626.0,273.5,382.0,561.0,303.0,134.0,839.0,137.0,-7.0,384.0
395,10,1,1,2,2,397.0,-1.0,473.5,266.0,95.0,286.5,366.0,686.5,227.5,161.5,349.5,461.0,16.0,319.0,134.0,-43.0,269.5,132.5,150.5,249.5,312.5,58.0,307.5,20.0,764.0,-65.0,627.5
396,10,1,1,2,2,-15.0,48.5,-82.0,222.0,-63.0,124.0,-137.0,174.5,126.0,199.5,297.0,293.5,595.0,255.5,226.0,298.0,807.0,-148.0,-69.0,-32.0,306.0,212.0,609.0,-7.0,593.0,514.5,399.0
397,10,1,1,2,2,140.0,-1773.0,1919.0,713.0,-122.0,-221.0,1126.0,-446.0,-2270.0,1968.0,1299.0,-146.0,-2159.0,1644.0,-448.0,610.0,-2107.0,854.0,-1135.0,-1623.0,-1795.0,524.0,-1972.0,-1359.0,1701.0,551.0,-3289.0
398,1,1,1,2,2,725.5,862.0,1068.0,1221.0,1696.0,1856.0,1715.0,1947.0,1640.0,1659.5,1416.0,1490.5,1514.0,901.0,1672.0,1429.0,1809.0,1585.0,1373.0,1438.0,1362.0,1499.0,1504.0,1372.0,1264.0,1266.0,1155.0
399,2,1,1,2,2,964.5,865.5,341.0,1070.0,1433.5,193.0,-904.0,-81.0,-523.0,-421.0,404.0,-667.5,-405.5,-289.0,-574.5,605.0,163.0,217.5,-74.0,-584.0,243.0,-556.0,-450.5,265.0,-227.0,375.5,148.0
400,3,1,1,2,2,761.0,1018.0,1132.0,791.0,776.0,273.0,1723.0,908.0,1515.0,1805.0,1661.0,889.0,1007.0,1123.0,1524.0,808.0,1188.0,1971.0,1615.0,1548.0,748.0,1557.0,1425.0,1477.0,762.0,363.0,1254.0
401,4,1,1,2,2,875.0,739.0,1514.5,1803.5,1159.5,1680.0,1693.5,476.0,464.0,2452.5,1733.0,1828.5,2362.5,1868.5,2348.0,1980.0,1451.0,2065.0,1765.0,1635.5,2395.5,2183.0,2303.0,1412.5,1987.5,2093.0,338.0
402,5,1,1,2,2,949.5,792.0,853.5,1414.0,2335.0,1442.0,2142.0,2019.0,896.0,1846.5,1747.5,1433.0,1665.0,1420.0,2107.0,1633.5,1622.5,1748.0,1469.0,1579.5,761.0,1479.5,2360.0,1229.5,1687.0,1841.0,753.5
403,6,1,1,2,2,893.5,663.0,1542.0,1346.0,1245.0,623.0,1749.0,1498.0,1385.0,1026.5,699.0,1628.0,1356.0,-519.0,1393.0,818.0,1192.0,1132.0,683.5,-76.0,2336.0,1583.0,626.0,1041.0,564.0,923.0,-373.0
404,7,1,1,2,2,964.0,719.5,1623.0,1256.0,1108.5,257.0,2946.5,1556.0,2068.0,36.0,1885.0,-21.0,1735.0,9.0,1253.5,933.5,771.0,777.5,974.0,340.0,1024.0,-810.0,1098.5,-448.5,817.0,592.0,-1261.0
405,8,1,1,2,2,765.0,1305.0,951.0,853.0,310.0,873.0,79.0,-174.0,-137.0,1728.0,343.0,726.0,-83.0,1356.0,-508.0,1596.0,207.0,1781.0,1430.0,-192.0,1359.0,1711.0,1357.0,-723.0,1667.0,1092.0,606.5
406,9,1,1,2,2,832.0,952.0,524.5,1391.0,1870.0,2036.0,1146.0,1094.0,1492.0,1470.5,1738.0,1922.0,1691.0,1381.5,1540.0,2139.5,1680.0,1132.0,1327.5,2363.0,1166.5,435.0,1307.0,2242.0,445.0,763.0,1115.0
407,9,1,1,2,2,1229.0,1299.0,2262.0,1231.0,2388.0,1928.0,1554.0,2237.0,1121.0,815.0,676.0,1864.0,1451.0,2151.5,806.0,1686.0,1536.0,1401.0,-1.0,2064.0,1921.0,1529.0,2167.0,1640.0,1675.0,1480.0,1535.5
408,9,1,1,2,2,1763.5,1359.0,243.0,2207.5,439.0,616.0,771.0,1859.5,1692.0,2085.0,1633.0,2016.5,413.0,2023.0,1462.0,548.5,1580.0,1770.0,1267.0,1191.0,564.0,757.0,927.0,2007.0,1585.0,1715.0,1376.0
409,9,1,1,2,2,1138.5,1575.0,265.0,2010.0,1487.5,1712.0,1343.0,921.5,1860.0,1911.0,1978.0,1233.0,1768.0,770.0,1076.0,2119.0,1202.0,1194.0,1230.0,1451.5,1597.0,1244.0,1087.0,1094.0,2078.5,1717.0,1499.0
410,9,1,1,2,2,1026.5,978.0,1158.0,1285.0,747.0,1615.0,750.0,937.0,1200.0,1323.0,1313.0,1149.5,1479.0,1244.0,918.0,1228.5,1357.0,1389.0,1165.0,942.5,1304.0,847.0,1116.0,1888.5,1184.0,348.0,1311.0
411,9,1,1,2,2,1451.0,1528.0,541.0,1623.0,828.0,1784.0,1240.0,1628.0,1138.0,1369.0,528.0,1211.0,1133.0,1617.0,452.0,1214.0,778.0,871.0,1141.0,573.0,839.0,734.0,1370.0,-321.0,1412.0,1481.0,883.0
412,9,1,1,2,2,1236.5,1436.0,849.0,1362.0,183.0,752.5,803.0,520.0,822.5,577.0,-409.0,1258.0,1354.0,1983.5,871.0,-181.0,925.0,350.0,385.5,1281.0,786.0,1322.5,870.0,1390.0,168.5,1490.0,330.0
413,9,1,1,2,2,757.0,1239.0,1317.5,1194.0,1445.0,145.0,941.0,949.0,509.5,876.0,1042.5,645.0,958.0,-767.5,1041.0,1444.0,1722.5,712.0,510.5,1118.0,1137.0,1351.0,202.0,988.0,921.5,1327.0,740.0
414,9,1,1,2,2,1142.0,874.0,415.0,266.0,32.0,1583.0,380.5,885.0,341.0,1057.0,342.0,1350.0,-219.0,305.5,844.0,784.0,663.0,537.0,526.0,677.0,562.0,421.0,1111.0,542.0,489.0,1066.0,1550.0
415,9,1,1,2,2,-140.0,1097.5,-306.5,1658.0,655.0,1213.5,-296.0,560.5,346.0,1322.0,1108.5,1121.5,1184.0,346.5,1126.5,145.0,1973.0,478.5,1562.0,-731.0,1580.5,1274.0,-346.5,288.5,1752.0,1536.0,1171.0
416,9,1,1,2,2,-232.0,1514.0,-357.5,1910.5,1502.0,1800.0,-669.0,2460.0,-465.5,444.5,1442.5,941.5,-848.5,958.0,1479.5,55.0,349.5,174.5,1403.5,605.5,-1272.0,973.0,117.0,924.0,1183.0,23.5,-200.0
417,10,1,1,2,2,-627.0,360.0,1906.0,589.0,778.5,897.0,1099.5,1220.0,1402.0,965.0,1477.0,726.0,463.0,1234.0,1051.0,1094.0,1242.0,488.0,993.0,1302.0,1393.0,1269.0,1621.5,1350.0,1681.5,430.0,1101.0
418,10,1,1,2,2,535.0,1053.0,915.0,1324.0,590.0,1296.0,690.0,604.5,558.5,1266.0,254.0,1375.5,422.0,430.0,349.0,1027.0,667.5,1021.5,80.0,1109.5,658.0,1367.0,991.0,1164.0,559.0,255.0,853.0
419,10,1,1,2,2,1432.0,379.0,1453.0,531.0,1721.0,521.0,734.0,645.0,699.0,463.5,750.0,1080.0,1406.0,1153.0,546.0,1505.0,1137.0,700.0,883.0,1343.0,879.0,975.0,1018.0,424.0,1050.0,675.0,1166.0
420,10,1,1,2,2,843.5,1277.0,746.0,823.0,457.0,696.0,466.0,911.0,1429.0,468.0,1415.0,354.0,1211.0,316.5,1341.0,220.0,1091.0,447.0,1426.0,904.0,1372.0,1152.0,924.0,755.0,289.0,1132.0,759.0
421,10,1,1,2,2,415.0,778.0,1024.0,836.0,1532.0,425.0,1629.0,1023.0,111.0,929.5,1263.0,1219.0,1028.0,1596.5,1236.0,648.0,484.0,1027.0,778.0,1109.0,408.0,1011.0,876.5,1004.0,687.0,659.0,907.0
422,10,1,1,2,2,488.5,1198.5,1102.5,945.0,593.0,1135.0,662.5,1036.0,499.5,824.5,193.0,922.5,845.5,928.5,1413.0,864.0,938.0,747.0,1487.5,501.0,1407.5,947.0,439.5,1240.5,1446.5,1052.0,1108.0
423,10,1,1,2,2,464.5,1520.0,1152.0,1256.0,750.0,1203.0,715.0,1604.5,599.0,1525.5,614.0,1052.0,984.0,865.0,1023.5,963.5,624.0,736.5,821.0,149.5,932.0,-184.5,909.0,636.0,1093.0,457.0,1383.0
424,10,1,1,2,2,666.0,1147.5,754.0,1670.0,314.0,1083.0,563.0,1267.0,218.5,752.0,1218.5,325.5,880.5,870.0,1080.0,437.5,1016.5,509.0,758.5,803.5,1176.0,1024.0,1285.5,1316.5,741.0,919.5,874.0
425,10,1,1,2,2,972.5,831.0,895.5,959.5,-14.5,1656.0,646.5,1480.0,733.5,1159.5,694.5,1102.5,1113.0,1471.0,837.0,974.5,359.5,1089.5,441.0,1407.0,1445.0,526.5,1378.5,968.0,1045.0,774.0,954.0
426,10,1,1,2,2,-238.0,1590.0,959.0,1165.0,438.0,275.0,594.0,1207.0,874.0,731.0,1119.5,455.0,986.0,850.5,1229.0,1063.0,829.0,571.0,902.0,1078.0,608.0,785.5,868.0,490.0,675.5,511.0,1081.0
427,10,1,1,2,2,964.5,633.0,898.0,627.0,149.5,1234.0,667.0,805.0,709.5,1426.0,415.0,1000.5,983.0,1742.0,689.5,895.5,52.5,1169.0,1013.5,781.5,1422.5,1172.5,625.5,926.5,520.5,1361.5,72.0
428,10,1,1,2,2,610.0,1425.0,702.0,1460.0,533.0,1407.0,529.0,902.0,783.0,0.0,585.0,320.0,1283.0,432.0,1013.0,-284.0,1679.0,738.0,-6.5,281.0,1064.0,630.0,1223.0,760.0,596.0,635.0,552.0
429,10,1,1,2,2,1750.0,840.0,651.0,1137.0,87.0,1135.0,220.5,1158.0,290.0,882.0,1100.0,1168.0,1506.0,728.5,1253.0,928.0,1088.0,419.0,855.0,-500.0,1157.5,837.0,1161.0,103.0,774.0,321.0,428.0
430,10,1,1,2,2,632.0,425.0,-290.0,1120.0,1226.0,1316.0,194.0,1263.0,276.0,1083.0,-76.0,1351.0,36.0,1245.0,559.0,538.0,437.0,220.0,361.0,365.0,501.0,76.0,906.0,753.0,1350.0,997.0,1215.0
431,10,1,1,2,2,1024.0,1256.5,723.0,395.5,1247.0,866.0,1150.5,358.0,1397.0,874.0,1276.5,1101.5,1296.0,969.0,1532.0,820.0,968.5,606.0,1186.5,525.0,1054.5,-86.0,1550.0,1056.5,-146.0,1313.5,888.0
432,10,1,1,2,2,311.5,412.0,1165.0,307.0,951.0,344.0,379.0,80.0,-252.0,249.0,823.0,-22.0,422.0,-348.0,595.0,419.0,311.0,-892.0,1416.5,-508.0,892.0,-253.0,-982.0,215.0,-219.0,642.0,-788.0
433,9,1,1,2,2,694.5,191.0,384.0,1270.0,950.5,257.0,1278.5,210.0,692.5,263.0,694.5,8.0,-77.5,657.0,124.0,457.0,675.5,-223.0,153.0,563.0,-3.5,139.0,384.0,158.0,542.0,-326.0,224.0
434,9,1,1,2,2,-406.5,1025.5,474.0,-202.5,907.0,342.0,244.5,817.0,-299.0,-510.5,-92.5,336.0,-337.5,465.0,885.0,587.5,8.0,604.0,-28.0,724.5,75.0,1204.5,284.0,201.0,40.5,820.5,-15.0
435,9,1,1,2,2,541.0,209.0,600.0,978.0,867.0,-512.5,-277.0,101.5,474.0,243.0,-335.0,-119.0,55.5,1208.0,-211.0,728.0,255.5,-475.5,-621.0,244.5,-720.0,488.0,35.0,-124.0,395.0,-291.0,288.5
436,9,1,1,2,2,831.0,501.0,-159.5,8.0,571.0,559.0,-267.5,1050.5,686.0,-751.0,517.0,882.5,-176.5,388.0,418.0,687.0,655.0,-302.0,790.5,-2.0,452.0,26.0,529.5,1171.0,242.0,305.0,351.0
437,9,1,1,2,2,254.5,510.0,182.5,179.5,211.5,117.0,-631.0,-380.5,403.5,697.5,-721.0,-220.0,-330.0,188.0,764.0,707.0,900.5,1067.0,39.0,-318.5,-317.0,203.5,-1291.0,659.0,-477.0,262.5,-255.0
438,10,1,1,2,2,431.0,792.0,237.0,847.0,164.0,-14.0,35.0,104.0,573.0,236.0,67.0,212.0,161.0,329.0,99.0,-86.0,372.0,81.5,289.0,-197.0,-116.0,-241.0,669.0,213.0,67.0,-308.0,135.5
439,10,1,1,2,2,-242.0,90.0,60.0,98.0,-314.0,-47.0,-110.5,10.5,166.0,-254.5,289.0,105.5,-36.5,-322.0,59.0,107.5,-58.0,166.5,94.0,364.5,410.5,-101.0,-657.0,21.0,-447.0,-450.5,-246.0
440,10,1,1,2,2,147.0,-48.0,152.0,-392.0,69.0,-126.5,320.0,-48.0,-155.0,-173.0,72.0,-509.5,280.0,-224.0,-77.0,611.0,569.0,-327.5,-334.0,154.0,-75.5,208.0,-24.0,522.5,-501.0,-46.0,-231.5
441,10,1,1,2,2,-349.0,-11.0,-56.0,360.0,241.0,-689.0,520.0,-750.5,357.0,-180.0,433.0,-248.0,403.0,-211.0,235.0,33.0,-44.0,654.5,65.0,-38.0,133.0,-257.0,190.5,-92.0,478.5,-82.0,356.0
442,10,1,1,2,2,-130.0,159.5,-268.0,-149.0,69.5,-68.0,-391.5,-150.0,-408.0,73.0,119.0,-196.5,-66.0,-120.0,-265.0,79.5,-170.0,-208.5,-191.0,-28.5,101.0,-244.0,-9.0,-430.5,-294.0,-334.5,81.5
443,10,1,1,2,2,120.0,-332.0,223.0,-506.0,-20.0,810.0,216.0,-407.5,491.0,-83.0,226.0,-198.0,201.5,65.0,521.0,106.0,293.0,-2.0,329.0,-657.0,-200.0,-198.5,-546.0,206.0,-438.0,-37.5,-338.0
444,10,1,1,2,2,-274.5,-19.5,47.0,128.5,-606.0,945.0,150.0,516.5,58.5,189.5,333.0,-48.0,725.5,-290.0,31.5,-61.5,944.5,-142.0,245.0,-25.5,772.0,20.0,272.5,-903.5,860.5,446.0,214.0
445,10,1,1,2,2,751.0,-311.5,-48.0,463.0,-469.0,-907.0,208.0,452.0,294.0,312.5,-3.0,348.5,-171.5,300.0,-513.5,11.0,403.0,142.5,45.0,61.0,-460.0,-312.0,125.5,168.0,237.0,306.0,-576.0
446,10,1,1,2,2,-318.0,286.0,-106.0,152.0,186.0,675.0,197.0,390.0,-29.0,480.0,-349.5,175.5,53.0,172.0,25.0,471.0,56.0,273.0,720.0,-89.0,219.5,-75.5,624.0,-147.0,165.0,22.0,360.0
447,10,1,1,2,2,-681.0,82.0,-344.0,374.0,-285.0,687.0,-403.5,-46.0,91.0,402.0,64.5,455.0,-108.0,94.0,-102.0,-660.0,456.0,-12.0,183.0,369.0,-217.0,340.0,-17.0,-100.0,-137.0,-104.0,280.0
448,10,1,1,2,2,-384.0,-23.0,228.0,-122.5,472.0,-659.0,263.0,-566.0,249.0,-3.0,73.0,162.0,79.0,-14.5,-111.0,-295.0,221.0,-345.0,27.0,-577.0,218.0,-652.0,37.0,-26.0,-319.0,-62.0,616.0
449,10,1,1,2,2,250.0,-245.0,39.5,-442.0,10.5,553.0,153.5,352.0,-6.0,-907.0,399.0,-245.0,367.0,-582.0,330.0,-563.0,69.0,14.5,-612.0,-152.0,-474.5,-313.0,-123.0,-299.0,-381.5,875.0,106.5
450,10,1,1,2,2,-204.5,-870.5,-287.0,-308.0,120.5,-590.0,206.0,-680.0,-678.0,-259.5,-170.0,-23.0,-115.5,-207.0,-411.0,-416.5,-1002.0,-222.0,-143.5,-425.5,-631.0,-593.5,-546.0,-176.0,-647.5,103.5,-651.0
451,10,1,1,2,2,-141.5,-750.0,-5.0,-641.0,-198.0,-500.5,-165.0,-484.0,7.0,-714.0,395.5,-660.0,-125.0,-429.0,-172.0,-550.0,-79.5,-694.0,11.0,-742.0,-330.0,-444.5,12.0,-861.0,-218.0,-709.0,-315.0
452,1,1,1,2,2,330.0,680.5,-2269.5,-1630.0,-2519.0,3202.0,-904.0,-3290.5,1717.5,-620.5,-2040.0,213.0,-910.5,-1750.0,-1535.0,-1820.0,-2499.0,-1580.0,-2766.0,-1641.5,-2380.0,-1729.0,-1965.0,-2070.0,-1767.5,513.0,-1014.5
453,2,1,1,2,2,122.0,-1369.0,-2010.0,-1916.0,-2134.5,-1865.0,-1207.5,-2020.0,-906.0,-1764.0,-2063.0,-1818.0,-1982.5,-1526.0,-2378.5,-1854.0,-1648.5,-1779.0,-2967.0,-1775.0,-1876.0,-1355.0,-1664.0,-1869.0,-1320.0,-1485.0,-1813.5
454,3,1,1,2,2,525.5,-499.0,-554.5,-613.0,-952.0,-1126.5,-784.0,-1446.0,-1325.5,-648.0,-849.5,-682.0,-1414.0,-953.0,-1218.0,-517.0,-707.5,-893.0,-781.5,-1293.0,-737.0,-1016.5,-1227.0,-853.0,-607.0,-1229.0,-1483.0
455,4,1,1,2,2,125.0,165.0,-462.0,-618.0,-670.0,-471.5,-436.0,-358.0,-567.0,-518.0,-166.0,-649.0,-350.0,-470.0,-544.0,-398.0,-246.0,-166.0,-661.0,-55.0,-271.0,-482.5,-625.0,-317.0,-441.0,-875.0,-888.5
456,5,1,1,2,2,444.5,731.0,1015.0,231.0,-314.0,-226.0,-191.0,-122.0,-319.0,-665.0,-266.0,-110.0,-305.0,-285.5,-498.0,-821.0,-511.0,-751.0,-160.0,-775.0,-834.0,-344.0,115.0,47.0,-234.0,-388.0,-803.0
457,6,1,1,2,2,-42.0,152.5,669.0,-533.5,195.5,108.0,-86.0,-296.0,-16.0,-565.5,-180.0,-723.5,-1197.0,-533.0,-587.5,-709.0,-329.0,-506.5,-321.0,-320.5,-281.0,-432.0,-323.0,-520.0,-74.0,-561.5,-1068.0
458,7,1,1,2,2,343.0,348.0,145.0,-198.0,-135.0,-731.0,-418.5,-1699.0,-762.0,-422.0,-1391.0,-987.0,-1085.0,-614.5,-1954.0,-646.0,-1612.0,-588.0,-2062.0,-495.0,-1306.5,-475.0,-1287.0,-110.0,-708.0,-503.0,-1718.5
460,8,1,1,2,2,93.0,195.0,502.5,978.0,-78.0,-248.0,-729.0,-1016.0,-1149.5,-1129.5,221.0,-1382.5,62.0,-1103.0,-1355.5,-716.0,-1340.0,-979.0,-943.5,-652.0,-1199.0,-1512.5,-1099.5,-397.0,-1418.5,-699.5,-1344.0
461,1,1,1,2,2,-401.0,-944.0,-1122.0,-1143.0,-868.5,-630.0,-779.0,-901.0,-1400.0,-1516.0,-1308.0,-1053.0,-1989.0,-1465.0,-1366.0,-1460.0,-1629.0,-868.5,-1113.0,-1017.0,-1064.0,554.0,-1130.0,-1569.0,-1235.0,-407.0,-571.5
462,2,1,1,2,2,156.0,538.0,-314.0,-655.5,805.0,-499.0,-693.0,-240.0,-448.0,-590.0,-575.5,-694.0,-534.0,-419.5,-321.0,-534.0,-454.0,-311.0,-245.0,1544.0,-217.5,-1293.0,-708.0,-669.0,-794.0,903.0,36.5
463,3,1,1,2,2,90.0,763.5,531.0,114.0,449.0,262.0,556.0,363.0,496.5,547.5,559.0,303.5,843.5,808.0,514.5,424.5,953.0,279.5,584.5,1217.5,562.0,604.0,834.0,580.0,590.5,636.5,325.0
464,4,1,1,2,2,-296.0,1308.0,847.0,199.0,1054.0,725.5,1218.0,1131.0,1110.0,1194.0,965.0,721.0,1037.0,1297.0,755.5,1178.0,851.0,755.5,935.0,792.0,1134.0,628.0,832.0,1060.0,1335.0,420.0,618.0
465,5,1,1,2,2,-312.0,-161.0,-153.0,340.0,909.0,812.5,934.0,840.0,479.0,942.0,1500.5,851.0,702.0,480.0,497.0,1938.0,1216.5,510.0,265.0,628.0,672.0,1803.0,1622.0,752.0,1077.0,653.0,466.0
466,6,1,1,2,2,-93.0,414.0,728.0,481.0,642.0,598.0,820.0,690.0,1096.0,849.0,378.0,614.0,378.0,639.0,367.0,487.0,902.0,418.0,354.0,496.0,818.0,213.0,602.0,526.0,572.0,445.0,855.0
467,7,1,1,2,2,-246.0,1075.0,1450.0,951.0,633.0,827.0,555.0,754.0,626.0,546.5,289.0,1384.5,565.0,927.0,409.0,1280.5,454.0,1267.5,679.0,1343.5,663.0,1362.0,442.0,765.0,607.0,1963.0,160.0
468,8,1,1,2,2,222.0,926.5,463.0,1473.5,1071.0,1731.0,1219.0,529.5,-141.0,886.0,1069.0,571.0,590.0,1340.5,1933.0,523.0,236.0,986.5,859.0,602.0,663.0,1070.0,1113.0,1129.0,935.0,1708.0,957.0
469,9,1,1,2,2,206.0,761.0,270.0,267.5,694.0,929.0,578.0,775.0,569.5,838.0,644.5,887.5,674.0,404.5,282.0,1001.0,973.0,920.0,754.5,315.0,926.0,689.0,-89.0,827.0,930.0,783.5,1153.0
470,9,1,1,2,2,288.0,383.0,1323.5,849.5,290.0,306.0,739.0,373.0,174.0,584.0,178.0,278.5,739.5,741.0,814.0,487.5,1198.5,636.0,1088.0,334.0,931.0,362.0,596.0,1101.0,230.0,-186.0,471.0
471,9,1,1,2,2,546.5,811.0,458.0,582.0,1013.0,369.5,824.0,1133.0,1117.0,438.0,427.5,741.0,548.0,730.0,658.0,546.0,885.0,766.0,817.5,567.0,378.0,369.5,442.0,704.0,570.5,554.0,780.0
472,9,1,1,2,2,406.0,832.0,955.0,585.0,516.0,583.0,658.0,457.0,677.0,699.0,1247.0,453.0,1354.0,536.5,509.0,370.0,693.0,812.0,542.0,330.0,575.0,452.0,97.0,506.0,804.0,248.0,511.0
473,9,1,1,2,2,608.0,250.0,723.0,-44.5,667.5,532.0,537.5,608.5,464.0,426.5,749.0,-134.5,267.5,1011.5,57.0,866.5,150.0,302.0,775.0,953.5,769.0,1001.0,881.5,148.0,482.0,-145.5,546.0
474,9,1,1,2,2,320.0,799.0,353.0,561.0,197.0,659.0,277.0,823.0,724.0,550.0,410.0,196.0,356.0,803.0,139.0,580.0,51.0,843.0,324.0,537.0,253.5,978.0,727.0,525.0,385.5,416.0,779.0
475,9,1,1,2,2,502.0,186.0,427.5,472.0,869.0,252.0,732.0,-279.5,983.5,135.0,194.0,257.0,215.0,644.0,265.0,81.0,600.5,85.0,364.0,416.5,910.0,322.0,623.0,539.0,596.5,-141.5,369.5
476,9,1,1,2,2,-25.0,666.0,453.0,686.0,89.0,366.5,-146.0,285.0,301.5,526.0,313.0,531.5,355.0,657.0,346.5,151.0,236.0,630.0,577.0,627.0,121.5,656.0,-101.0,376.5,760.0,313.0,607.5
477,9,1,1,2,2,-172.0,582.0,484.0,565.0,1011.0,152.0,327.5,742.0,-82.5,530.0,523.0,-342.5,330.0,345.0,340.0,-54.5,852.0,193.0,-99.0,238.0,807.0,320.0,596.0,412.0,430.5,2.0,490.0
