unique_id,mode,gender,hold racket handed,play years,level,swing9_median_az,swing13_median_az,swing14_median_az,swing18_rms_ax,swing11_median_az,swing21_median_az,swing6_median_az,swing13_rms_ax,swing21_std_az,swing26_median_az,swing22_rms_ax,swing18_std_az,swing23_median_az,swing19_rms_ax,swing9_mean_gz,swing25_std_az,swing17_rms_ax,swing21_mean_ax,swing24_rms_ax,swing16_rms_ax,swing24_median_gx,swing24_median_az,swing11_rms_ax,swing14_rms_ax,swing27_median_az,swing17_median_az,swing21_rms_ax,swing25_min_gy,swing8_mean_ax,swing8_median_az,swing10_rms_ax,swing20_mean_ax,swing13_mean_ax,swing5_median_az,swing18_mean_az,swing7_rms_ax,swing19_median_az,swing22_median_az,swing8_max_ay,swing13_rms_az,swing26_mean_ax,swing20_median_gx,swing10_std_az,swing25_rms_az,swing12_rms_ax,swing9_mean_az,swing23_mean_gy,swing7_median_az,swing22_median_gy,swing9_rms_ax,swing27_max_ay,swing15_median_az,swing19_mean_ax,swing7_mean_az,swing20_median_az,swing12_std_az,swing10_median_az,swing27_mean_ay,swing21_median_gz,swing13_mean_az,swing16_median_az,swing22_mean_gy,swing5_mean_ax,swing5_mean_az,swing23_rms_az,swing9_mean_ax,swing22_median_gz,swing17_std_az,swing19_std_az,swing6_rms_ax,swing18_median_az,swing16_mean_az,swing15_std_az,swing13_std_az,swing17_median_gz,swing22_std_az,swing22_max_ay,swing27_mean_ax,mode,swing26_mean_gy,swing26_rms_ax,swing9_std_az,swing7_mean_gz,swing21_rms_az,swing7_max_ax,swing17_mean_ay,swing27_median_ay,swing25_max_ay,swing12_min_gy,swing22_mean_ax,swing8_rms_ax,swing22_min_ay,swing19_min_gy,swing23_std_az,swing10_mean_ax,swing25_mean_gy,swing5_mean_gz,swing17_median_gx,swing20_mean_gy,swing12_median_az
635,1,1,2,2,2,2039.5,1378.0,2143.0,5589.972592,1210.0,1845.0,1940.0,6066.005503,2646.359927,2333.0,5891.079484,2670.52829,2581.5,5917.012306,-1927.9,2579.246851,5976.074298,4904.627119,6174.949712,6502.700953,10404.0,2157.0,7075.166017,5853.089284,-371.0,2104.0,5610.538783,-32768,5309.559322,2078.0,6955.333269,5052.610169,5695.915254,1657.0,1030.683333,6018.227566,2106.0,2418.0,3823,3222.43837,4243.949153,15279.0,2957.441997,3102.085968,6291.561875,649.9166667,-3551.25,1913.0,-5297.0,6728.033939,1809,1822.0,5153.101695,1359.813559,1890.0,2798.255785,782.0,1001.033898,20308.0,-169.6949153,2483.0,-857.1186441,5960.8,673.9666667,3130.119952,6027.65,-1941.0,1845.034557,2139.716427,6623.25527,1810.0,1591.644068,2747.225084,3217.967167,18226.0,2479.886885,2985,2947.271186,1,-5034.016949,5252.313339,3167.587922,13773.66102,2964.017647,9796,-2534.016949,1059.0,2362,-32768,5145.491525,6132.85383,-6932,-32768,2179.807926,6429.288136,-2335.101695,-1807.866667,13413.0,6316.932203,2052.0
636,2,1,2,2,2,3.0,276.0,-723.0,7706.273226,-429.0,-42.5,587.0,7395.247702,1084.525466,25.0,6726.281422,1436.978025,248.0,6845.006448,9021.842857,1581.841425,6870.067633,5942.328571,6855.239175,7415.496966,13256.5,531.0,7514.484709,7287.573017,-620.0,444.0,7180.621255,-4353,7328.072464,358.0,8060.00322,5714.333333,6244.405797,615.0,190.5714286,6512.735372,250.0,-74.0,-99,1097.084839,4734.231884,13714.0,1524.08577,1602.459694,7085.726584,229.3,3141.463768,1141.0,4994.0,7086.718201,1584,265.5,5633.73913,774.5652174,474.0,1201.388425,-290.0,240.4927536,-20289.5,229.7246377,-121.0,4582.492754,6009.637681,525.3188406,1232.633507,6186.571429,32767.0,1303.642305,1100.041388,7147.841119,131.5,33.85507246,899.8516251,1072.763597,-28082.0,1151.140641,-276,3284.275362,2,3998.173913,6182.990864,1189.409185,1413.101449,1084.599156,10386,-7231.927536,139.0,-418,-16626,5833.217391,8539.765522,-12858,-22721,1222.729506,6901.898551,5170.550725,-3494.101449,12836.0,5990.478261,-147.5
637,3,1,2,2,2,542.0,76.0,569.0,6359.260934,793.0,512.0,116.0,6426.517768,3442.996531,138.0,6522.86638,3273.007653,72.0,6827.350285,5775.804598,3430.684556,6084.061811,4324.344828,4880.98455,4793.881687,14101.0,435.5,7133.368655,5824.864411,130.0,682.0,6167.527024,-32768,4664.272727,732.0,6511.55719,4896.659091,4623.425287,107.0,604.5287356,6688.963965,575.0,-138.0,1040,3644.817628,4594.183908,16146.5,3465.43639,3526.966364,6622.914385,1400.942529,-2624.942529,364.0,1926.0,4902.886341,1205,894.0,4953.804598,630.137931,35.0,3267.961631,688.0,-3514.494253,7014.0,822.4597701,55.5,-2245.609195,4248.770115,1105.252874,3229.334266,3608.83908,3238.0,3451.099922,3650.827239,6257.64897,69.0,831.2954545,3002.794092,3550.810537,5916.0,3611.633113,953,4720.885057,3,-2635.011494,6125.242894,2608.959278,-1089.873563,3592.633998,18860,-3086.402299,-1197.0,364,-32768,5067.586207,6642.8945,-12469,-32768,3165.338456,4674.091954,-4785.758621,4044.827586,15609.0,-5420.954545,831.5
638,4,1,2,2,2,379.0,1052.0,751.0,5088.809847,661.0,1043.0,746.0,5589.295042,2510.967364,514.0,6060.901658,3320.712757,509.0,6133.311997,5617.51087,2848.223701,6027.8693,3046.142857,5841.352181,6272.764402,9746.0,967.0,6011.039409,4593.59949,981.0,979.0,4947.081323,-32175,3509.912088,579.0,4835.76798,4514.417582,3596.648352,538.0,579.8152174,5766.217306,636.0,1092.0,1350,3284.200366,4832.868132,11742.0,2780.449784,2872.286094,4789.181406,547.423913,2598.032967,1046.0,1856.0,6372.981755,1571,809.0,3952.318681,1011.582418,928.0,2327.971965,464.0,-3830.681319,5202.0,957.010989,964.0,1249.384615,3881.32967,11.3956044,2947.452577,4410.706522,9567.0,3495.326362,3373.842074,5611.591395,322.5,806.6263736,3231.444362,3141.67185,-1355.0,3328.949073,1758,4453.978022,4,-2341.351648,6599.903678,3503.482994,6562.835165,2840.553717,18514,-3403.131868,-2227.0,1292,-32768,4175.813187,4725.835208,-11786,-32768,2670.062178,3725.912088,1545.142857,9829.395604,14515.0,-2193.89011,1342.0
639,5,1,2,2,2,1030.0,1321.5,358.5,6255.905009,1037.0,534.0,564.0,4200.567481,3516.803525,1236.5,6614.198614,3571.226808,294.0,4836.744588,-1055.870968,3331.671857,6763.495672,4562.72043,6240.697289,5166.805895,14577.0,797.0,6723.890969,6266.51729,-1080.0,604.5,6324.764004,-32768,3066.586957,730.0,4496.209585,3285.902174,2817.880435,428.0,896.9892473,5641.471506,927.0,427.0,1193,3699.320591,3642.163043,11411.5,2564.361885,3419.787678,5605.80257,1497.55914,-826.6086957,450.0,6105.0,5535.283413,2935,749.0,3202.315217,458.7065217,1301.5,3053.7323,1091.0,472.3913043,10388.0,2174.75,829.0,3150.5,4417.5,426.1630435,3249.471623,3218.053763,13040.5,3388.525173,2842.531068,6234.737168,705.0,775.6956522,2800.697729,2992.563328,-5212.0,3171.141956,1752,1807.195652,5,-2276.945652,5618.39885,2925.820034,2274.521739,3644.530681,18277,-2933.315217,382.0,1596,-32768,4619.23913,4220.048555,-17154,-25785,3146.892214,3080.695652,-104.326087,3635.021739,6741.0,-1021.75,565.0
640,6,1,2,2,2,-173.5,1224.0,808.0,6486.063896,965.0,1430.0,1102.0,5699.1726,3359.859601,-59.0,4367.186027,3263.296214,657.0,7207.519274,-1191.528302,3225.707825,6264.511384,2507.704762,6579.46114,5422.794051,9945.0,957.0,6649.33673,6692.467818,77.0,451.0,4600.846466,-32768,4376.266667,410.0,6163.372432,5002.485714,3663.942857,281.5,792.2735849,4566.126773,399.0,623.0,1909,3489.679714,2960.866667,11568.0,3114.037818,3260.375374,6600.011209,-507.4433962,-880.6415094,198.0,9478.0,6020.072673,1901,743.0,5176.142857,133.6952381,635.0,3379.65997,1035.0,-1712.257143,9635.0,1013.438095,488.0,6506.447619,5322.575472,173.7641509,3622.218194,4681.292453,32767.0,3051.906848,3932.340631,5808.822487,516.5,130.4095238,2325.238843,3339.282518,12851.0,2097.530371,1246,1637.047619,6,-3714.92381,4993.820788,2882.256038,13176.52381,3556.535611,15978,-3627.342857,-1432.0,793,-32768,3188.228571,6593.176844,-14397,-32768,3532.808558,4364.590476,-3517.857143,2882.075472,16339.0,-5536.952381,842.0
641,7,1,2,2,2,911.0,777.5,5.0,5576.463174,1100.0,121.0,210.0,6463.864166,2343.165969,592.0,4737.992081,3344.643552,255.0,7710.892976,39.89795918,3684.553092,7727.084498,3949.175258,7385.969759,6196.980412,14082.5,673.0,5154.796948,7896.424919,-327.0,724.5,5049.970338,-32768,4485.704082,161.0,7428.951363,4641.010204,3128.142857,742.0,1053.112245,4890.4103,566.0,781.0,1709,1827.169365,4362.0,17651.5,3398.703481,3685.367735,6865.69205,424.3469388,-1525.989691,1066.0,-778.0,7752.013972,2029,771.0,5181.608247,1160.731959,539.0,4064.258325,1105.0,-2204.793814,32767.0,1055.091837,515.0,782.122449,5049.979381,961.3402062,3130.756433,4674.642857,13630.0,3762.852947,3424.066519,5186.272576,1144.0,201.7113402,3121.016541,1491.753701,13236.0,3029.132093,2324,4554.494845,7,-522.4285714,7588.595001,4218.635482,5926.134021,2351.45258,15357,-4269.765306,-72.0,2920,-32768,2582.44898,6705.058548,-18862,-32768,3109.08858,3960.216495,-935.8556701,6747.865979,10303.0,1372.285714,433.0
642,8,1,2,2,2,624.5,775.5,1331.0,7032.953382,1008.0,668.0,934.5,7552.608665,2638.881713,1023.5,7056.08594,4003.701649,630.0,3808.731864,810.255102,3218.027179,9926.324527,4088.525773,7870.17019,6007.701409,14223.0,1214.0,7836.283531,7298.183035,-463.0,824.0,6564.72754,-32768,4395.663265,1041.5,7454.506185,4064.408163,4405.316327,810.0,1111.285714,7064.233438,1188.0,1188.5,2626,4436.001016,4643.632653,12706.0,3534.172399,3259.810469,7739.636044,278.2244898,602.0510204,866.0,2073.0,6643.312812,2055,414.0,2511.897959,601.1134021,406.5,4035.755593,680.0,-3465.824742,7134.0,520.3367347,1055.0,-279.6122449,3894.806122,362.8877551,2313.832065,4223.622449,6169.5,4790.345104,1885.243293,6908.377592,613.0,1214.622449,4420.409746,4405.377928,30.0,3965.727756,2711,4283.340206,8,403.3163265,7445.023127,3153.384186,1539.721649,2658.02241,21933,-5241.731959,-847.0,3659,-32768,4152.193878,7094.507757,-16477,-32768,2285.502117,4396.183673,784.4591837,6298.510204,13211.0,-2001.806122,1221.5
643,9,1,2,2,2,444.0,494.0,860.0,5968.533659,676.0,1697.0,971.5,4318.796517,2451.724253,286.0,6173.5209,2920.484756,660.0,5216.239269,4642.274725,2559.877244,5190.326394,3414.395604,5658.039593,5845.557349,15092.0,569.0,5332.199448,5163.707377,755.0,339.5,4835.702744,-32768,4665.505495,466.0,5028.162867,3583.659341,2927.857143,1295.0,871.2307692,5267.433307,463.0,540.5,3391,2433.821725,4012.483516,17563.0,2662.124293,3135.338035,4966.100224,1006.813187,-352.4945055,581.0,4525.0,4940.160004,2919,257.0,3582.571429,368.043956,457.0,2357.533955,739.0,-3633.186813,-2570.0,1135.835165,1065.0,901.1086957,4224.197802,746.6043956,2316.781122,3209.945055,13669.5,2048.244681,2281.549662,4412.755419,788.0,1020.626374,2830.299797,2152.525648,8280.0,3466.502496,3094,3620.659341,9,83.71428571,5645.819422,2828.184036,6518.450549,3034.276667,15560,-3338.119565,-2051.0,4216,-32768,4384.891304,6357.068627,-11879,-32768,2307.44494,3759.021978,-4096.868132,1622.846154,11499.0,2116.978022,789.0
644,9,1,2,2,2,798.0,504.0,1383.0,6636.369589,1156.0,1300.0,1308.0,6151.803436,2102.325733,140.0,5264.360862,3428.343607,819.0,3750.981843,8496.8,3478.629238,5160.440388,3484.870588,5276.684876,7033.364445,14082.0,1011.0,5603.421794,6634.346062,630.5,568.0,5318.494787,-32768,3457.305882,1219.0,4980.368134,4703.129412,4209.352941,986.0,699.9411765,4824.36393,724.0,226.0,2551,3021.875874,3778.529412,5448.0,3725.643104,3478.784314,3977.094464,367.9411765,-936.4,1037.0,-2186.0,6061.588977,3415,1109.0,2629.447059,1026.152941,189.0,1491.846679,-40.0,-1389.738095,10250.0,313.3294118,702.0,-1340.847059,4318.152941,730.8117647,3222.433746,3961.305882,-8914.0,2023.65712,1912.461162,5658.192032,610.0,-30.95294118,2631.219164,3005.587876,19167.0,2369.63397,3662,3509.690476,9,-591.1764706,5869.509978,3262.112399,9850.752941,2716.964842,13893,-2992.811765,-1444.0,3083,-32768,3218.576471,5448.738353,-21415,-28863,2680.23964,2838.0,-1589.188235,4434.517647,14971.0,-274.9411765,912.0
645,9,1,2,2,2,253.0,945.0,788.0,6412.218396,756.0,714.0,-58.0,5781.614464,2696.034883,353.0,4577.425439,3004.551174,442.0,5040.060305,4901.393258,2985.967456,5906.351713,4900.662921,6720.312744,4995.337812,17528.0,352.0,6296.027452,6488.769167,258.0,368.0,6051.156234,-32768,4118.258427,184.0,7135.910635,4292.842697,4501.089888,604.0,883.1685393,4131.990387,686.0,595.0,3870,2599.441561,3447.820225,14712.0,3773.6535,2990.213908,6550.759766,113.1235955,3429.730337,626.0,3543.0,5589.154813,6049,958.0,3595.921348,679.1235955,530.0,3597.829813,1090.0,-3197.359551,3785.0,408.3595506,815.0,723.5730337,3047.022472,1123.876404,2603.913804,3687.685393,15831.0,2750.869031,2391.311727,4661.680619,1094.0,1262.247191,2459.432978,2567.165539,2767.0,2553.31053,2608,4251.662921,9,-1275.280899,4747.021808,3038.319272,5621.775281,2706.195046,10274,-4050.573034,-1841.0,4595,-32768,2692.101124,6146.392444,-15629,-32768,2603.652671,4893.258427,3600.764045,1821.719101,18236.0,-2413.404494,961.0
646,9,1,2,2,2,749.0,924.0,338.5,5770.647165,830.0,421.0,338.0,4653.413494,3697.991675,829.0,5804.048472,2523.900757,-313.0,4786.116213,9434.810526,2558.088735,6083.715079,2979.073684,6889.700111,4251.006494,17738.0,862.0,7055.87562,5841.480663,354.5,462.0,4344.908333,-32768,4310.168421,583.0,4406.329684,4415.715789,3006.431579,698.0,361.1473684,5757.741169,577.5,-531.0,4116,2619.567739,5233.221053,10574.0,1950.220422,2559.759249,5808.432392,1185.873684,-1647.893617,877.0,-4117.0,4242.490103,3271,25.0,2816.914894,958.1578947,248.0,3077.916273,-100.0,-1821.691489,5291.0,1105.494737,1148.0,-1079.831579,3602.755319,1166.829787,3320.673049,2908.589474,9047.0,3042.598913,2088.616256,5428.647896,710.0,755.3368421,3683.910158,2374.871896,12244.0,2457.147639,3620,2547.925532,9,1266.010526,6965.53124,2788.912103,5342.052632,3702.609986,15576,-2242.273684,-1046.5,4040,-32768,4452.810526,5747.236258,-12469,-32768,3268.12828,3002.521277,-500.0631579,10118.24468,16006.0,4457.473684,918.0
647,10,1,2,2,2,692.0,1396.0,329.0,5774.432477,745.0,530.0,941.5,4396.434226,2309.942779,300.0,4834.550441,2689.474406,127.0,4765.697721,4542.672131,1968.217262,4732.622249,2981.235772,4419.52119,4770.53506,8428.0,535.0,4947.117158,4776.691839,584.0,773.0,4029.213821,-32768,3622.704918,415.0,4679.522745,3338.418033,3196.131148,658.0,-197.3770492,5978.401451,1043.0,786.0,2895,2470.984905,2631.836066,13717.5,2644.491275,2017.713576,5490.967344,721.6229508,-7184.245902,403.0,-7273.5,5037.261829,565,523.0,3264.0,225.3170732,630.0,3044.80233,387.5,-3259.467213,9419.0,959.1885246,547.5,-6252.040984,3621.270492,1003.713115,2944.169579,3706.532787,18864.5,3119.879978,3380.738007,5142.443292,288.5,688.7622951,2469.510832,2277.21843,11688.0,2592.27246,1695,3421.516393,10,-3034.647541,3276.343466,2563.436594,2677.373984,2370.817287,14082,-1389.357724,-1861.0,1471,-32768,3183.393443,4838.637376,-15121,-32768,2832.11488,3484.122951,-4143.45082,-822.4918033,6373.0,-4888.42623,402.5
648,10,1,2,2,2,786.0,673.5,501.0,4597.765279,648.0,731.5,564.5,3878.055524,2988.648782,362.5,4696.68145,2187.761438,568.0,4640.261206,11538.76336,2080.784825,4165.041145,3466.723077,4795.223606,5091.843863,16541.5,318.5,5502.53217,4500.057716,173.0,361.5,4832.794277,-32768,3436.261538,623.5,4922.018123,3447.123077,2979.692308,656.0,683.6335878,5167.586777,173.5,488.5,2013,2406.90538,3435.446154,12917.5,2557.917762,2191.608336,4808.57891,754.5801527,-4244.48855,288.5,-6288.0,4505.425032,819,672.0,3568.0,-14.2,694.0,3418.598789,539.0,-2426.615385,2964.5,899.3384615,1602.5,-5924.769231,2758.068702,1153.076336,2448.749098,3212.229008,11295.0,2566.297633,2644.084593,4211.376927,514.0,1586.161538,2342.137435,2232.573367,13563.0,2608.587519,1987,3533.9,10,-6509.323077,4672.121401,2901.228981,4028.053846,3150.307284,15030,-1465.546154,-1515.5,1075,-32768,3412.930769,5016.965623,-13513,-32768,2289.571917,3605.446154,-2722.969231,9385.40458,15451.0,-3904.361538,842.5
649,10,1,2,2,2,384.0,1065.0,279.5,4046.313205,527.0,231.0,571.0,4863.593299,1973.179205,284.0,4286.869056,2384.655241,17.0,4873.882032,-1104.104762,2449.525124,5492.919437,3211.857143,4515.028153,3239.221769,12628.0,378.0,4596.384449,4564.091604,271.0,331.0,4401.963288,-32768,3486.828571,330.0,5159.57567,3427.095238,3671.247619,330.0,1475.2,4659.820733,47.0,533.0,1451,2584.498653,3198.942857,17075.0,3125.515093,2449.550295,2731.318387,740.1333333,-6707.828571,321.0,-7136.0,4532.566287,920,521.0,3428.838095,796.7333333,510.0,1709.917996,552.0,-2782.809524,17926.0,932.5619048,867.0,-4293.352381,3596.857143,720.2952381,1969.090938,3643.904762,15073.0,3325.927571,3729.525076,4100.491342,656.0,1050.304762,2248.340407,2410.386189,-3572.0,2348.522225,1773,3376.219048,10,-8315.161905,4665.836109,2400.941931,762.8857143,1978.985623,12105,-2662.638095,-1903.0,5751,-32768,3288.590476,4674.977255,-12720,-32768,1905.934501,3448.67619,-990.7142857,3816.961905,17072.0,-3452.247619,592.0
650,10,1,2,2,2,129.5,175.0,-44.5,3491.266198,-83.5,205.0,1445.5,4822.422447,1990.833523,624.0,3087.848776,1691.907616,218.0,3885.657947,-190.0283019,2554.768701,4526.529712,3467.373832,4266.13449,3958.646878,16428.0,192.0,4194.108703,4529.784835,384.5,308.5,4138.19863,-32768,3602.392523,21.0,4506.080355,3533.654206,3474.093458,121.0,706.0373832,4477.143053,580.0,69.5,664,3400.052949,3114.672897,17096.0,3061.914677,2744.673139,4387.958343,620.1415094,-6957.102804,456.0,-4296.0,4442.057058,2113,-25.0,2856.660377,860.7850467,20.0,1705.671867,335.0,-2150.867925,19102.0,484.0186916,144.0,-6290.811321,3555.439252,115.8785047,2609.813727,3093.792453,9146.0,2624.695356,2296.543986,3171.572554,376.0,509.4579439,3133.798174,3365.425079,9592.0,1358.216274,1161,2793.528302,10,-4676.971963,3976.288301,2684.992911,2757.280374,2005.844228,12948,-3327.622642,-867.5,2014,-32768,2383.783019,4466.091659,-9825,-32768,2529.372801,3292.411215,-5345.226415,4894.149533,17543.0,-4901.560748,359.0
651,10,1,2,2,2,416.0,232.0,527.0,4300.205017,46.0,338.0,496.5,4125.423978,2041.805846,182.0,4367.102524,3110.189132,52.0,4166.292579,4260.048544,2034.027625,5278.933152,3684.728155,4305.7523,5042.46137,15702.0,544.0,4544.582476,4036.851296,-3.5,38.0,4787.733178,-32768,2350.882353,768.5,4886.200911,3131.343137,3157.803922,148.0,333.0485437,4324.866429,346.0,417.5,1831,1815.03423,3662.166667,15579.5,3042.627586,2069.754338,3478.39088,701.2524272,-7029.815534,289.0,-3470.5,4207.009009,1274,192.0,3129.872549,705.0097087,345.0,2378.782341,431.0,-2868.833333,19885.0,84.74509804,631.0,-6719.441176,3392.087379,1527.805825,2385.294899,3153.737864,1652.0,2495.13223,2003.059758,4341.836457,198.0,803.2427184,2479.109666,1813.054749,6310.5,2924.662616,1619,2907.117647,10,-9964.5,4950.261921,1998.219395,-225.9223301,2097.441127,11644,-3309.27451,-1665.0,1122,-32768,3011.098039,3029.762092,-10590,-32768,2380.757364,3541.186275,-7414.300971,1055.699029,18788.5,-5676.931373,298.0
652,10,1,2,2,2,2.0,364.0,346.5,3675.514805,274.0,777.5,309.0,3261.32588,2851.812589,225.0,4744.314753,1946.902028,438.0,5253.579692,3833.041237,3660.033976,4403.910462,3434.173469,5006.49403,4579.527144,22952.0,-158.0,4226.324227,4226.686123,249.0,650.0,4881.262683,-32768,3970.061856,521.0,4554.270046,3562.57732,2118.742268,634.0,395.1752577,4238.863121,667.0,77.0,-180,3433.067064,2315.329897,15615.0,2682.954248,3664.79854,4711.065791,98.32989691,-4726.463918,317.5,-6545.0,4805.790641,1077,425.0,3880.979381,589.7142857,-42.0,2107.2431,166.0,-2096.268041,10526.0,961.7525773,-184.0,-6675.247423,2718.721649,592.7525773,2441.85309,3257.536082,7221.0,4296.516679,3092.729415,4890.138948,1.0,-658.1958763,3962.11033,3295.600316,-16227.0,2487.584234,1178,3436.237113,10,-4341.845361,3200.845396,3029.388611,1938.673469,3115.123588,11773,-1732.072165,-1241.0,1326,-32768,3512.907216,4887.282575,-15325,-32768,2439.367693,3208.907216,-9566.948454,5679.587629,9873.0,-9617.247423,549.0
653,10,1,2,2,2,726.0,846.0,388.5,3786.00617,287.0,-12.0,260.0,4037.582862,2198.744136,430.0,5611.36284,4193.797782,-170.0,4424.04675,5206.081633,2691.162722,4474.558455,2859.408163,4539.92764,4229.399355,13063.5,476.0,4394.434375,3433.737529,834.0,168.5,3879.804258,-32768,3261.216495,110.0,4095.343797,2864.051546,3358.010309,306.0,352.2989691,4333.399859,-371.0,124.5,1550,2147.214729,2588.357143,12806.0,2472.413399,2695.170042,5057.065367,461.4591837,-10170.97938,301.0,-7520.5,3548.090265,2176,493.0,3382.826531,546.2653061,314.0,2843.971026,533.0,-2562.783505,11465.0,638.3298969,-342.5,-9113.857143,3765.453608,544.185567,2771.231203,2754.897959,10230.0,2297.257562,2389.871248,4821.945434,315.0,280.4489796,2576.204715,2050.138053,9699.0,3186.068617,2958,3849.969072,10,-10359.29592,3391.765922,2460.23728,209.7755102,2288.059538,9539,-2567.714286,-1226.0,145,-32768,3789.489796,4476.880935,-19012,-32768,2767.089479,3058.773196,-8925.134021,-328.7835052,8840.5,-8431.226804,348.5
654,10,1,2,2,2,700.5,563.0,72.0,3267.617909,446.0,709.0,541.0,4299.926223,1906.452049,36.0,4191.342525,1685.569762,612.0,4640.750465,-316.63,3052.571632,4047.679492,2656.767677,4497.872955,3258.089835,12513.0,180.0,4360.202687,4629.599762,498.0,795.5,3874.755189,-32768,3283.414141,-34.0,4781.080291,4413.777778,3293.626263,122.0,745.7474747,4935.989959,1135.5,-96.0,656,2966.409989,2789.242424,16575.0,3875.439419,3157.199736,5384.100193,355.91,-5211.454545,241.0,-7682.5,4343.915117,2598,497.0,3373.94,696.6363636,-6.0,3629.335844,-169.0,-1493.111111,17451.0,638.1212121,53.0,-7712.27,3425.646465,469.4848485,3163.247792,3026.62,5640.0,2305.772683,3149.957721,4485.366444,177.0,383.2525253,3184.780193,2896.962123,11230.5,2119.925022,562,2579.414141,10,-8363.252525,4200.30348,3720.517005,3046.262626,2277.951847,11691,-1924.6,-839.0,1122,-32768,3128.12,4299.788005,-13123,-32768,2867.237636,3325.818182,-11008.34,4844.060606,6017.5,-6540.848485,474.0
655,10,1,2,2,2,489.0,493.5,642.5,3129.192706,266.0,732.0,190.0,3187.583781,2388.948661,95.0,3993.393717,3016.971274,483.0,4581.60891,4924.870968,2259.54541,3790.629559,3464.150538,4891.345237,3989.476716,12342.0,371.0,3766.158197,3695.894675,-359.0,-40.5,4620.323002,-32768,3325.576087,495.5,4599.410906,2775.902174,2519.358696,96.5,1277.483871,4734.266785,82.5,263.5,1557,1947.833013,2321.413043,12793.0,3658.873187,2260.607005,4519.109653,668.8387097,-4563.956522,271.5,-5469.5,5088.147303,1147,201.0,3452.358696,507.6956522,449.5,2240.904486,-179.5,-1818.728261,-7135.0,747.3152174,804.0,-5811.130435,4005.184783,484.8586957,2303.741673,3911.752688,7281.0,2272.197542,2691.914479,4487.84822,570.0,1650.554348,3330.546211,1798.769972,4535.0,3551.677845,1217,3096.315217,10,-7812.728261,3192.911391,2934.486078,4831.293478,2412.454265,10250,-1146.5,-504.0,1496,-32768,2912.663043,4518.430885,-7058,-32768,2231.834533,3233.119565,-11008.44565,1246.184783,19837.0,-8615.043478,257.0
656,10,1,2,2,2,191.0,573.0,-42.0,4408.406855,191.0,757.0,284.0,4236.062867,1923.032168,4.0,3520.191957,2699.986474,637.5,3626.011804,1336.0,3373.197704,4415.930244,2486.703297,4232.832227,4235.890652,21433.0,295.0,4669.935037,3303.692444,293.5,505.0,3346.349545,-32768,3003.21978,408.0,3502.096126,2433.505495,3111.384615,277.0,-85.91208791,4609.577752,388.5,101.0,1398,2522.750328,2704.593407,15714.0,4129.987231,3373.51359,3187.559828,766.5824176,-5753.255556,512.0,-6237.0,5056.485311,1573,504.0,2771.577778,484.7142857,-212.0,2751.287915,-110.5,-2789.477778,-5504.0,678.5824176,446.0,-11042.92308,3743.811111,647.3777778,2328.889681,3975.769231,8612.0,2167.882561,2224.378391,3994.731651,126.0,342.8021978,2696.500356,2429.772648,5354.0,3318.636995,1424,3404.711111,10,-6047.450549,4137.745731,2945.537829,259.2527473,2165.944793,10549,-3311.296703,-1409.5,1487,-32768,2612.67033,4176.817768,-5171,-32768,2261.302837,2612.788889,-8453.571429,1108.211111,10092.0,-12415.12088,144.0
657,10,1,2,2,2,815.5,527.0,33.0,2466.856085,710.0,-202.0,162.0,3878.122265,2955.287057,518.0,4229.625133,1983.301491,-165.0,4332.206846,5236.322222,3390.895129,4802.860764,2443.47191,3873.462922,3236.773579,-5410.0,-96.5,3010.302445,4146.16483,223.0,380.5,3463.615999,-32768,3257.611111,1.5,4349.463383,3185.677778,3009.233333,749.0,691.4444444,5206.329033,-167.0,831.5,3567,2074.33163,3133.077778,22709.5,4323.426786,3401.622227,4623.255189,501.0222222,-11123.94444,733.0,-14719.5,5119.169003,2858,617.5,3153.688889,362.6741573,395.5,3016.569922,-80.5,-3467.674157,5052.0,945.2666667,28.5,-12492.78889,3310.266667,610.1444444,2700.260815,3402.522222,-1856.5,2629.408634,2718.383366,3767.335234,144.0,243.1888889,2587.2579,1846.435117,-3248.5,3118.678477,3575,2316.280899,10,-6425.211111,4049.301329,2625.290951,111.8764045,2964.275992,11870,-3382.9,-1765.0,2327,-32768,3279.788889,5015.538231,-17820,-32768,2687.087551,2701.055556,-8058.088889,-2492.811111,8334.5,-4214.955556,391.5
658,10,1,2,2,2,229.0,732.0,536.0,3834.762299,587.0,10.0,-205.0,3856.034403,3765.552332,121.5,4791.793276,1800.251901,492.5,3750.751174,7040.390805,2777.562072,4290.518369,2631.443182,4306.266566,4601.870008,14844.5,486.0,3646.784472,4978.368675,714.0,440.0,3880.531514,-32768,3071.704545,37.5,4388.511861,3716.363636,2706.5,397.0,819.3409091,3653.918404,50.0,836.0,880,2818.392883,2297.204545,7912.5,2410.370654,2780.77372,4930.511103,208.1494253,-5523.340909,690.5,-2684.0,4453.593766,2361,507.5,2841.471264,594.3977273,346.0,2065.5891,89.5,-1564.862069,-4437.5,467.7386364,231.0,-3869.126437,3641.556818,568.1590909,2826.961272,3410.747126,-13453.0,3761.966165,3432.75758,4062.931791,487.0,272.1136364,3829.032716,2779.309089,11386.0,2785.990325,829,2573.08046,10,-3187.806818,2987.085338,3555.956009,-1696.272727,3790.14954,7353,-1655.091954,-1517.0,886,-32768,3368.574713,4369.70143,-17970,-32768,2615.323622,3311.920455,-6581.229885,6100.397727,11241.0,-6270.852273,377.0
