unique_id,mode,gender,hold racket handed,play years,level,swing9_median_az,swing13_median_az,swing14_median_az,swing18_rms_ax,swing11_median_az,swing21_median_az,swing6_median_az,swing13_rms_ax,swing21_std_az,swing26_median_az,swing22_rms_ax,swing18_std_az,swing23_median_az,swing19_rms_ax,swing9_mean_gz,swing25_std_az,swing17_rms_ax,swing21_mean_ax,swing24_rms_ax,swing16_rms_ax,swing24_median_gx,swing24_median_az,swing11_rms_ax,swing14_rms_ax,swing27_median_az,swing17_median_az,swing21_rms_ax,swing25_min_gy,swing8_mean_ax,swing8_median_az,swing10_rms_ax,swing20_mean_ax,swing13_mean_ax,swing5_median_az,swing18_mean_az,swing7_rms_ax,swing19_median_az,swing22_median_az,swing8_max_ay,swing13_rms_az,swing26_mean_ax,swing20_median_gx,swing10_std_az,swing25_rms_az,swing12_rms_ax,swing9_mean_az,swing23_mean_gy,swing7_median_az,swing22_median_gy,swing9_rms_ax,swing27_max_ay,swing15_median_az,swing19_mean_ax,swing7_mean_az,swing20_median_az,swing12_std_az,swing10_median_az,swing27_mean_ay,swing21_median_gz,swing13_mean_az,swing16_median_az,swing22_mean_gy,swing5_mean_ax,swing5_mean_az,swing23_rms_az,swing9_mean_ax,swing22_median_gz,swing17_std_az,swing19_std_az,swing6_rms_ax,swing18_median_az,swing16_mean_az,swing15_std_az,swing13_std_az,swing17_median_gz,swing22_std_az,swing22_max_ay,swing27_mean_ax,mode,swing26_mean_gy,swing26_rms_ax,swing9_std_az,swing7_mean_gz,swing21_rms_az,swing7_max_ax,swing17_mean_ay,swing27_median_ay,swing25_max_ay,swing12_min_gy,swing22_mean_ax,swing8_rms_ax,swing22_min_ay,swing19_min_gy,swing23_std_az,swing10_mean_ax,swing25_mean_gy,swing5_mean_gz,swing17_median_gx,swing20_mean_gy,swing12_median_az,swing8_mean_az,swing9_max_ax,swing25_rms_ax,swing25_median_az,swing22_max_gx,swing18_mean_ax,swing12_rms_az,swing10_mean_gz,swing7_median_gz,swing23_max_ay,swing6_min_gy,swing22_rms_ay,swing10_median_gy,swing8_median_gz,swing15_std_gx,swing11_mean_ax,swing13_mean_ay,swing5_rms_ax,swing18_mean_gy,swing18_mean_gz,swing8_std_az,swing15_mean_az,swing12_median_gx,swing27_max_az,swing20_rms_ax,swing22_mean_az,swing14_mean_ay,swing16_min_ax,swing16_std_az,swing9_mean_gy,swing23_mean_gz,swing15_rms_gx,swing24_std_az,swing5_mean_gy,swing14_mean_ax,swing17_mean_az,swing20_median_gz,swing19_std_gy,swing10_median_gx,swing21_mean_az,swing8_rms_az,swing10_median_gz,swing18_min_ay,swing26_std_az,swing14_max_ay,swing21_median_gx,swing13_max_ay,swing26_max_ay,swing20_median_gy,swing12_max_ax,swing10_rms_az,swing6_median_gz,swing12_mean_gy,swing8_rms_gz,swing7_median_gy,swing27_max_ax,swing8_min_gy,swing23_median_gz,swing24_mean_ax,swing19_max_ay,swing19_mean_gz,swing6_max_ay,swing6_mean_ay,swing27_mean_gy,swing19_rms_az,swing6_max_ax,swing9_median_gz,swing19_median_gz,swing18_max_ay,swing20_max_ax,swing5_std_gx,swing8_mean_gz,swing23_std_gy,swing9_rms_gy,swing10_mean_gy,swing5_median_ay,swing22_mean_ay,swing19_max_ax,swing14_std_az,swing9_max_ay,swing15_min_gy,swing18_min_az,swing9_median_gy,swing27_median_gy,swing27_rms_ax,swing12_mean_ax,swing13_mean_gy,swing6_median_gy,swing24_max_ay,swing22_rms_gz,swing22_mean_gz,swing27_std_az,swing11_mean_az,swing10_min_gy,swing24_min_ay,swing13_std_gy,swing18_max_gx,swing14_min_gy,swing15_rms_az,swing18_std_gx
834,9,2,1,2,2,602.0,712.5,613.0,3084.461471,520.5,434.0,1183.0,3664.463267,1804.483523,615.0,3471.644015,1899.282928,574.5,3352.480432,-1721.616279,2642.08543,3504.314208,-2744.662791,3265.14475,3415.558488,13394.0,722.0,3499.378362,3297.281889,154.0,283.5,3450.676332,-32768,-2678.458824,478.0,3233.083411,-2422.270588,-3103.616279,486.0,142.6470588,3497.922242,413.5,632.0,995,2067.756227,-2107.505882,23687.0,2072.221961,2647.028817,3128.4809,-23.39534884,8381.767442,320.0,11015.0,3450.97633,490,735.0,-2632.790698,-128.6976744,375.0,2855.366999,536.0,-2546.176471,-5727.5,-20.06976744,523.0,12330.98824,-2669.848837,-54.73255814,1927.736605,-2918.651163,-7945.0,1974.718739,1832.853208,2746.288578,370.0,-190.4823529,2276.29754,2067.658825,-8731.5,2415.787911,753,-2927.552941,9,12360.03529,3193.243161,2017.938168,-1453.337209,1804.53204,1866,-2684.418605,-1475.0,2369,-32768,-2810.964706,3450.924526,-8095,-21771,1915.704418,-2579.776471,561.244186,-2916.116279,13311.5,11607.31765,847.0,-103.3647059,-630,3765.314099,377.0,32767,-2374.447059,2882.275876,-6305.223529,-11806.0,1195,-17207,2860.573028,9872.0,-14961.0,23189.06434,-2808.22093,-2601.209302,3226.066507,11929.56471,-9283.823529,2672.169829,2.139534884,4971.0,2762,3195.970947,55.27058824,-1724.164706,-7394,2278.716773,6723.55814,-2522.244186,23824.51621,2723.677495,6962.22093,-2177.670588,-30.68604651,-14119.0,11725.54101,22164.0,-13.23255814,2674.168256,-12700.0,-6037,2460.385042,3374,11537.5,428,4161,11352.0,3168,2078.911055,-5370.0,12985.84706,24046.7059,6860.5,-717,-12567,-12101.0,-2044.117647,509,2765.581395,172,-1533.517647,5238.094118,1835.673082,1076,-5753.0,-2205.5,795,1085,21196.17238,-6985.941176,12131.19467,16165.75515,13225.04706,-872.0,-2100.023529,839,2669.932798,1181,-32768,-6858,8052.0,8107.0,3384.890771,-2116.905882,5135.511628,9812.0,8429,24516.0858,-2649.882353,1954.5597,217.872093,-8240,-8458,10654.76795,32767,-26238,2276.298546,17403.6417
835,9,2,1,2,2,432.0,591.0,354.0,3103.892775,604.5,511.0,224.5,3579.728313,1260.458418,944.5,3776.288965,1471.480998,212.0,3114.917378,-91.9047619,1601.479332,2847.59735,-2043.27381,3604.351112,2995.834425,13276.0,588.0,3461.416674,3305.99623,342.0,572.5,2372.303018,-22165,-2210.072289,133.0,2933.942719,-2758.012048,-2822.289157,503.0,335.9036145,3701.218514,497.5,471.5,1163,2010.724721,-3151.333333,5191.0,2427.653648,1867.061785,2984.562501,-128.0714286,8589.626506,725.5,11224.0,3261.836815,4682,399.0,-2549.821429,71.25,643.0,2336.255762,363.0,-1286.228916,-13615.5,109.3493976,483.5,11174.96429,-2782.46988,-76.26506024,2381.843856,-2630.928571,-6929.5,1750.574541,2327.126692,3195.806829,510.0,31.1547619,2117.52045,2007.749141,-16165.0,1712.724084,985,-2403.337349,9,12854.71429,4023.041239,1675.21179,-1486.202381,1364.705615,910,-1314.964286,-893.0,2688,-14188,-2945.72619,2905.925542,-9967,-12279,2370.559352,-2346.819277,3760.144578,1890.204819,14471.0,9746.481928,313.5,-177.4457831,724,2344.222418,556.0,32767,-2370.433735,2339.429107,-525.3012048,-8223.0,315,-11357,4098.999272,4514.0,-4686.0,21582.50356,-2841.869048,-2636.710843,3628.540377,9171.373494,-4270.855422,2245.958106,-74.75903614,21512.0,3403,3708.509818,-97.78571429,-1450.130952,-5887,1949.942285,7537.011905,-600.0,22773.50022,2097.70548,7431.253012,-2799.238095,334.7261905,-10720.0,12404.75964,19447.0,523.1309524,2252.956906,-3665.0,-9648,2126.593213,476,6536.0,1374,1613,8794.0,281,2435.946522,-7791.0,9459.035714,19822.11869,7246.5,2258,-22443,-6645.0,-2680.440476,943,-1238.142857,345,-1182.952381,7761.253012,2328.343016,1533,-8972.0,-8388.5,358,2065,21357.43162,1367.13253,12087.86456,17022.5127,6775.891566,-1433.0,-2422.464286,271,2089.117839,1316,-32768,-5947,7154.5,7605.0,2921.967968,-2368.392857,9055.180723,6530.0,1487,22303.54861,613.3333333,2759.306435,-5.142857143,-17295,-9311,15261.6449,32767,-31456,2118.839723,21960.38166
836,9,2,1,2,2,609.5,986.5,697.0,2886.740663,865.5,645.0,182.0,3565.470104,1817.223165,317.5,2151.468801,2002.589178,723.0,3693.109375,-2732.285714,1903.723804,3873.421268,-2716.154762,2576.93353,2528.84135,3871.5,516.5,3855.54528,3115.7369,805.0,265.5,3516.499133,-22572,-2256.261905,207.5,3308.960791,-2506.297619,-2505.107143,676.5,204.5357143,3424.163615,439.0,424.5,1236,2475.200889,-2251.892857,2752.0,1852.181919,1909.456084,3458.018401,89.14285714,10767.88095,634.5,6198.5,3546.987202,1930,706.0,-2920.951807,128.7380952,633.5,2784.621268,-9.0,-2392.060241,-12400.0,242.1785714,645.0,7780.345238,-2936.166667,229.1428571,1546.520484,-2846.97619,-14935.0,1840.617161,2023.184813,2729.825801,670.5,454.6309524,2127.029358,2463.324782,-16261.0,1218.326549,297,-2905.843373,9,7027.916667,2805.440554,1801.939637,-1912.380952,1830.584908,873,-2938.880952,-904.0,1421,-32768,-1802.428571,2853.379529,-4464,-31567,1507.305017,-2640.289157,8717.083333,-2938.654762,14160.0,8875.214286,392.0,-205.5357143,1603,3559.82528,588.0,32767,-2286.511905,2787.995201,-913.5662651,-10312.0,1381,-13082,1886.539377,9679.0,-3662.0,22260.22776,-2924.928571,-3076.047619,3707.407537,9169.535714,-3086.178571,2071.273518,-42.55952381,3505.5,3545,3063.575788,450.2261905,-1483.190476,-7152,1937.796225,7208.452381,-1718.52381,24021.55712,1958.708561,11262.77381,-2614.571429,-183.4761905,-6285.5,16873.08933,21816.0,220.7738095,2081.446352,-8389.0,-4383,2775.331115,1260,11420.0,497,3275,6180.0,8495,1896.250574,-10202.5,8180.488095,20585.15895,11302.0,1329,-19496,-9939.5,-2256.369048,858,-2183.421687,486,-1342.654762,9737.73494,2048.237344,407,-15917.5,-14242.0,712,781,22731.5664,-951.0,13088.66981,14673.98508,9678.915663,-1756.0,-1414.178571,1473,2326.380964,1444,-32768,-6758,5402.5,9493.0,3732.893149,-2268.095238,9048.309524,7721.5,2480,22166.45108,-5390.654762,2423.272478,-1.726190476,-8853,-4440,15330.14905,32767,-11147,2127.4551,22790.26297
837,9,2,1,2,2,816.0,756.0,231.0,2456.693215,515.0,499.0,190.0,3476.69649,1762.003668,641.0,2824.051441,1250.077596,661.0,3478.568344,2371.409639,2637.008493,3410.874638,-2396.650602,3480.973207,3279.676398,7747.0,753.0,3761.163824,2857.041728,542.0,348.0,2757.186159,-17134,-2457.86747,313.0,2647.311209,-2334.156627,-2809.518072,625.0,613.9277108,3504.447713,419.0,425.0,3186,1944.843829,-2936.0,20714.0,1421.243733,2637.871486,2656.620298,276.6746988,6715.590361,726.0,9616.0,3369.808107,3341,761.0,-2948.253012,148.6626506,422.0,2236.331319,646.0,-839.1097561,-4270.0,134.8915663,382.0,5525.012048,-2608.566265,268.8915663,2676.779201,-2699.253012,-5846.0,1752.02654,1963.220605,2722.762506,576.0,-311.9277108,1977.166826,1940.160247,-5900.0,1494.711315,1390,-2396.743902,9,9941.036145,3909.260442,1907.764806,1056.385542,1794.227246,327,-2529.084337,-731.5,3092,-12306,-2342.759036,2828.718849,-8854,-32768,2673.732033,-2409.072289,7407.072289,1502.674699,10036.0,10565.66265,354.0,-80.53012048,704,2951.566901,721.0,32767,-1973.771084,2238.367701,-8757.662651,-8083.0,3346,-23068,3484.093256,6750.0,-6909.0,21926.64275,-3021.698795,-2677.843373,3368.934323,10046.08434,-6229.831325,2673.044748,168.5421687,19535.0,4030,3033.975056,196.3493976,-932.060241,-7143,1968.232207,7589.349398,-152.6746988,22486.25917,1878.293969,9986.891566,-2357.578313,-25.53012048,-13973.0,12341.19496,11371.0,338.5180723,2674.257528,-11326.0,-4064,2271.710904,3075,8601.0,1150,1346,9200.0,1279,1534.766977,-6950.0,5645.313253,19430.63125,9896.0,604,-14157,2148.0,-2699.795181,1140,-1751.638554,763,-1140.879518,5925.817073,1965.223845,116,-2158.0,-12824.0,273,1945,22185.58603,-1625.554217,12195.87671,16000.66329,8815.722892,-1354.0,-2159.433735,-228,1997.053903,1120,-26238,-5825,6443.0,3598.5,2894.188991,-2188.638554,10020.26506,5625.0,766,22859.05004,-1066.891566,2687.220317,5.530120482,-10067,-9341,11153.04155,32767,-16375,1984.337451,22856.97499
838,9,2,1,2,2,840.0,320.0,556.0,3090.770945,735.0,630.0,465.0,3120.983766,1441.402482,264.0,3884.153444,2788.92056,434.0,3525.677535,-3936.576471,1604.921031,3078.701355,-2656.235294,3259.100576,3164.594352,3091.0,659.0,3702.114154,2999.126065,540.0,486.0,3255.537754,-23498,-2287.847059,439.0,2825.526776,-3021.188235,-2406.352941,407.0,-68.94117647,3772.604323,623.0,237.0,2046,2227.38738,-2487.035294,13491.0,2600.540268,1653.302314,3342.962992,136.5764706,11661.83529,901.0,11001.0,3843.812651,342,242.0,-2766.694118,108.3882353,338.0,2400.223478,329.0,-2935.797619,-9915.0,-164.1411765,625.0,7244.058824,-2984.882353,-29.34117647,1912.8563,-2955.505882,12589.0,1420.389739,2049.113114,3028.206532,546.0,213.2823529,1830.433281,2221.331181,-11943.0,2864.011366,1515,-2370.702381,9,8237.988235,2939.503019,2425.648951,-2804.647059,1493.056766,1611,-2786.8,-2484.5,1093,-31235,-3168.752941,2953.997963,-9424,-17308,1911.040919,-2352.458824,9341.870588,-2962.588235,12096.0,7637.082353,462.0,-25.07058824,1753,3089.211775,549.0,32767,-2528.164706,2400.232359,474.5529412,-12604.0,956,-28218,3589.185433,3815.0,-2193.0,17487.56751,-2934.129412,-1703.917647,3855.38839,4554.717647,-11.85882353,2582.619968,-95.29411765,7798.0,2221,3508.538196,-714.9764706,-1431.835294,-8379,1668.972848,11248.75294,-5536.905882,24363.59435,2002.534254,10265.27059,-2530.823529,118.3764706,-4053.0,14194.51529,2752.0,389.3294118,2582.741651,-2905.0,-4316,1469.307435,889,7520.0,500,1005,10245.0,1313,2600.875617,677.0,5783.882353,20301.84018,12637.0,583,-15548,-10739.0,-2601.741176,458,-3758.223529,4660,-1073.258824,11610.39286,2049.355308,8891,-10049.0,-14396.0,3048,-200,22339.19424,-1732.341176,13492.80521,18175.65102,5977.070588,-1133.0,-1851.788235,1320,1769.108871,592,-8778,-8697,11545.0,11196.5,2953.613874,-2517.352941,12786.01176,3855.0,2009,22967.35573,9049.329412,1236.853067,137.8117647,-23850,-8104,12835.71144,32767,-18564,1832.912154,25462.69139
839,9,2,1,2,2,131.0,384.0,729.0,2898.948096,403.5,1121.0,454.5,3347.810465,1964.00212,579.0,3020.72183,2598.93224,325.0,3989.509751,992.5316456,1995.477403,3260.137316,-2735.556962,2868.988804,2989.190409,17654.0,648.0,3280.606802,3700.287898,1034.0,785.0,3651.471018,-27238,-3076.962025,616.0,3872.671706,-2478.113924,-2538.936709,249.0,-159.6455696,3055.18786,955.0,217.0,1631,2567.84107,-2182.518987,2294.0,1873.846598,1995.482071,3935.614675,-241.0506329,6406.721519,431.0,7929.0,2897.250141,2375,477.0,-3232.43038,-48.92405063,155.0,2101.092228,497.0,-714.2179487,-14089.0,-290.721519,604.0,8716.320513,-2763.544304,-255.1518987,1685.950369,-2235.746835,-5574.0,1417.120787,1963.497524,3412.024604,683.0,575.3924051,2240.951391,2551.330782,-14485.0,2138.496481,321,-2407.025641,9,9756.873418,2864.764927,2029.451088,2227.683544,1989.42035,500,-2897.038462,-857.5,1137,-28751,-2427.346154,3751.629519,-4357,-10281,1684.331688,-3012.56962,4435.379747,-4204.860759,5418.5,10482.36709,544.0,25.21518987,328,3760.397296,591.0,32767,-2453.987342,2102.463558,621.7468354,-5480.0,935,-29899,1808.859621,5339.0,-6083.0,18281.19243,-2400.064103,-1265.341772,3465.92046,11650.05063,-1929.265823,1667.17518,-386.9493671,12752.0,3748,2930.944365,-269.5,-2059.797468,-6588,2018.103035,8215.924051,-3539.379747,21832.72721,1746.021436,6299.265823,-3088.101266,521.1410256,-6737.0,11291.45321,15598.0,317.0,1667.365852,-8350.0,-3704,1249.598594,1601,11052.0,837,990,8863.0,2012,1874.629263,-14366.5,8962.734177,25317.06283,7471.0,164,-19398,-14161.0,-2138.78481,698,-560.6329114,911,-2660.653846,7229.141026,1978.169266,1471,-5308.0,-11672.0,1963,652,20458.46168,-2419.860759,11339.40675,14952.34972,7964.189873,-1053.0,-1365.692308,1156,1830.29012,387,-8784,-8610,5974.0,3670.0,2933.390753,-2891.455696,7963.848101,10084.0,363,21621.62368,-800.1410256,2371.247331,-219.3461538,-25852,-6755,13954.70035,32767,-32768,2274.113662,22688.38338
840,9,2,1,2,2,871.0,440.0,406.0,2738.83861,481.5,371.0,498.5,3397.409848,1976.844256,255.0,3005.317849,1811.899752,763.0,3692.988618,-958.3563218,1693.538454,3360.269322,-3100.747126,2818.079476,2701.720631,-653.0,694.0,3541.666074,2673.190534,650.0,1027.5,3965.797406,-32768,-2409.011494,242.0,2841.864911,-2229.655172,-2740.436782,569.0,61.75862069,3531.154194,849.0,631.0,670,1608.630145,-2344.103448,15243.0,2514.100816,1693.660377,3071.161744,180.3678161,11168.08046,789.0,9193.5,3476.118742,1065,354.0,-2807.045977,176.045977,317.0,2518.043488,376.0,-2337.0,-9027.0,-154.8045977,432.0,7250.325581,-2855.712644,89.43678161,1712.99272,-2776.195402,-7441.0,2138.031298,1902.715978,2837.161704,429.0,-47.54022989,1949.968657,1601.164101,-10832.0,1881.15901,960,-2891.406977,9,6193.321839,2867.991401,1894.304926,-2335.505747,1982.343241,2395,-1864.988372,-1307.5,868,-14696,-2394.348837,2970.780388,-2414,-32768,1701.741329,-2431.965517,9368.471264,-4086.724138,5667.0,7013.436782,426.0,194.4022989,891,3655.034593,497.0,32767,-2350.034483,2520.389146,2551.586207,-10802.0,897,-31103,1100.402955,1085.0,-6914.0,21307.80663,-2721.232558,-1963.816092,3801.189855,5446.83908,-3.816091954,1649.339648,32.57471264,1725.0,3276,2607.984288,239.4186047,-844.0574713,-6861,2374.979839,9467.149425,-2934.54023,21661.29385,2813.368428,8511.793103,-2163.862069,269.7674419,-1881.0,13514.2188,484.0,-147.5517241,1660.756914,2926.0,-3599,1843.632832,2558,8491.0,1445,537,5573.0,638,2514.209092,-5038.0,4238.701149,18512.76756,9074.0,1567,-7521,-12622.0,-2317.034483,995,-4343.275862,1300,-942.1976744,9247.755814,1926.065703,-403,-10239.0,-12896.0,1374,464,21836.75774,140.2413793,12146.44305,18904.74192,983.3218391,-1323.0,-771.9418605,1431,2180.825432,1668,-19504,-5857,12712.0,12199.5,3693.254015,-2449.793103,7112.333333,7467.5,3464,20143.23047,-2868.313953,1887.846254,90.11627907,-27244,-4142,17338.21577,32767,-12994,1950.240722,25759.86367
841,9,2,1,2,2,546.5,596.0,441.0,3017.872593,311.5,584.0,825.0,3550.390051,1685.805593,434.0,2657.374005,2623.563712,376.5,3845.190575,-7049.682927,2292.098346,3533.349691,-3079.292683,2678.652347,3129.588,2036.0,691.0,3327.699253,2814.443141,773.5,602.5,3722.892778,-32768,-2658.891566,548.0,2871.366574,-2480.722892,-3161.97561,725.5,145.7951807,2934.455825,613.5,316.0,1312,1739.619292,-2322.481928,3236.0,2542.186711,2322.715718,2913.915761,468.0487805,8784.45122,495.0,7907.0,3109.123514,2249,466.5,-2815.195122,6.987804878,298.0,2054.825667,458.0,-2341.731707,-11951.0,-38.76829268,552.0,9198.807229,-2163.865854,406.1463415,1776.995285,-2398.243902,-2512.0,1880.081555,2218.753997,3430.451426,917.0,-31.26506024,1845.287559,1739.187253,-10315.0,1963.855362,1124,-2879.817073,9,6373.361446,2754.075241,1238.202148,-8149.256098,1685.805594,388,-2615.439024,-1337.0,2236,-17552,-2289.73494,3250.369614,-4099,-32768,1771.891369,-2427.39759,8945.47561,-4083.02439,5149.5,7538.192771,475.0,173.5301205,1163,3608.915735,879.5,32767,-2491.012048,2054.82642,-1779.746988,-15049.0,1731,-23696,1570.585103,7251.0,-8818.0,24033.79869,-2578.926829,-2045.121951,2696.967021,9865.578313,-1636.084337,1870.817174,-128.4512195,2169.0,3676,3014.761874,-10.81927711,-782.1084337,-6828,2804.073706,10557.32927,-1097.170732,25974.58172,1984.189872,7206.804878,-2357.253012,156.2560976,-8791.0,13884.2847,4414.0,-0.06097561,1878.847946,-12032.0,-3356,2284.132386,2249,12623.5,1567,2708,3130.0,431,2542.601983,-4587.0,6832.228916,19923.65653,7617.5,439,-11527,-14389.0,-2224.566265,2156,-794.0121951,1776,-2277.433735,9550.47561,2219.477301,-97,-14142.0,-8958.5,1784,-100,23414.60813,-1528.903614,14895.67906,15488.10909,7781.156627,-978.0,-961.3975904,1143,1971.870324,667,-16532,-8530,10353.0,10213.0,3687.642807,-2380.168675,6486.878049,9121.0,2462,20110.95782,1934.072289,2034.635506,-75.18292683,-12288,-4603,14812.20632,32767,-12934,1849.752927,23847.76258
842,9,2,1,2,2,546.0,444.5,418.0,2499.87246,445.0,444.0,781.0,2686.088505,1982.509137,512.0,3464.806112,1108.477682,617.0,2845.186465,-2715.057471,2121.118496,2988.741328,-2346.183908,3410.392262,3406.327867,3965.0,219.0,3073.112371,3593.095382,600.0,748.0,2894.898092,-12316,-2762.772727,717.5,3944.480724,-2770.022727,-2321.272727,378.5,320.5454545,2489.421379,727.0,552.0,1612,2436.940215,-2452.241379,14863.5,2272.585779,2122.359881,3617.931002,76.90804598,5680.761364,338.0,8732.0,3130.524839,1913,497.0,-2301.793103,183.9310345,283.5,1892.637953,872.5,-583.2643678,-4090.0,-31.09090909,567.0,9773.816092,-2274.840909,-42.82954545,2274.702383,-2557.37931,-10933.0,2078.249611,1909.066212,3348.14518,343.0,50.09195402,2548.455705,2436.741876,-3803.0,1665.698764,658,-2509.413793,9,9532.183908,3119.615142,2369.363985,-2879.344828,1983.659677,-272,-583.7816092,-516.0,1116,-32768,-2737.896552,3636.136745,-9278,-19934,2267.79666,-2836.522727,7061.159091,-854.6363636,9828.0,10452.01136,1006.0,165.75,2286,3179.806392,549.5,32767,-2174.568182,1932.481152,-3864.386364,-1162.0,2288,-22988,4058.105229,13122.5,-11607.5,25688.09454,-1951.735632,-1062.0,2651.339957,6862.727273,-2753.920455,1814.110671,-34.64772727,7920.0,2973,3687.138321,166.6206897,-3298.885057,-8385,1717.905719,6981.517241,299.5795455,25788.81405,2193.4928,7260.704545,-2757.436782,113.2873563,-13971.5,14062.26884,1892.0,67.55172414,1821.666981,-11428.5,-8066,1323.172048,655,19596.0,1715,610,11442.5,1970,2277.12977,-10162.0,10704.43678,21736.91885,2453.0,571,-32768,-3526.5,-2661.172414,1825,-1859.701149,1609,-1904.241379,6201.298851,1973.486448,179,-8405.0,3431.0,104,2525,24375.26654,-3840.181818,12910.88665,14879.38667,9720.818182,-615.5,-2981.977011,793,2144.576632,1677,-20987,-4599,9270.0,5514.0,3022.746736,-2648.781609,7826.113636,8366.0,1261,23985.32323,-1821.37931,2101.624931,-25.33333333,-32768,-9173,10760.07524,32767,-32768,2548.691222,21512.00678
843,9,2,1,2,2,305.0,601.5,612.5,3693.651631,341.0,388.5,195.0,2678.629232,1948.624212,729.5,3641.313413,2061.95461,372.0,2527.111065,-3501.74359,1857.737578,2492.800351,-2353.358974,3247.246875,3379.492002,9047.0,609.0,2628.081412,3475.144002,753.5,542.5,2837.233209,-32768,-2340.810127,745.0,2835.504217,-2714.417722,-2195.871795,320.0,142.8589744,3331.327411,356.0,427.5,1343,2688.239813,-2378.128205,6122.0,910.0492863,1926.138351,3753.462273,-190.1666667,9876.358974,226.0,5858.0,3032.890605,121,673.0,-2118.282051,-266.2564103,415.0,1642.874788,695.0,-2885.858974,-10961.5,2.961538462,858.0,7893.74359,-2421.24359,56.48717949,1802.941745,-2757.474359,-6905.5,2362.669019,2012.620429,2636.881754,880.0,301.7341772,1592.130589,2688.238182,4636.0,2009.686696,1351,-2441.923077,9,8633.141026,2791.53091,1400.059114,-2578.948718,1949.524978,-1183,-816.7948718,-1536.5,1075,-32768,-3057.012821,3014.280337,-8809,-5777,1793.660439,-2166.166667,7588.833333,3308.230769,1766.0,7794.113924,890.0,-9.873417722,-434,3130.469507,667.0,32767,-2947.705128,1647.277378,-4793.538462,-7845.5,937,-22961,4021.25049,8206.5,-10819.0,21543.0597,-2240.269231,-1388.166667,3046.29193,8308.24359,-1592.935897,2211.58081,296.3333333,3012.0,2966,3346.845382,188.025641,-2241.974359,-6453,1686.974835,5642.076923,-12263.5641,22523.50077,1868.923722,3066.012821,-2946.192308,161.9230769,-7254.0,9308.614918,3492.5,-59.25641026,2211.60285,-14014.5,-8678,2482.310861,1458,15834.0,1963,2174,7561.0,1701,1104.333388,-6341.5,11211.68354,22630.14722,4204.0,698,-25379,-16504.0,-2557.632911,1136,1283.141026,925,-1432.589744,11365.0,2015.196329,1341,-2225.5,-4468.0,1311,1077,29568.89385,-2158.455696,11967.21791,13347.35009,7264.371795,-1326.0,-2610.448718,-287,1787.242825,663,-18836,-5178,7087.5,14407.5,3194.645592,-3043.924051,6037.692308,6661.5,1194,21822.23475,1620.525641,1840.587965,-40.32051282,-28921,-7694,12017.41339,32767,-32768,1619.473142,23673.63484
844,9,2,1,2,2,444.0,841.0,351.0,3029.826064,480.0,719.5,45.0,3752.841033,1840.372241,522.0,2453.44641,1939.364749,709.5,3669.922796,-3726.380952,1548.942314,3467.878314,-2819.416667,2876.371204,3039.554392,12788.0,367.0,3451.941193,3211.274602,485.0,590.0,3652.14565,-32768,-2471.39759,338.0,2700.38334,-2131.168675,-2754.180723,775.0,-140.5119048,3478.094349,977.0,661.0,3474,1830.586992,-2117.108434,3946.0,2128.702553,1592.269386,2501.681537,5.404761905,8144.988095,1062.5,7293.0,3512.615516,883,1069.0,-2723.927711,552.2619048,328.0,1201.430975,262.0,-2261.746988,-12473.0,278.5421687,568.5,6631.445783,-2756.25,145.6309524,1811.844151,-2812.904762,1759.0,1493.366233,1855.687353,3273.323413,350.5,83.69047619,1755.324252,1809.271399,-7443.0,2383.547835,3710,-2738.096386,9,6018.301205,2494.972096,1650.817836,-1813.404762,1870.874178,900,-2568.277108,-924.0,819,-18087,-1754.445783,2955.685903,-5124,-32768,1811.728578,-2216.73494,7838.809524,-2904.119048,8819.0,10343.77108,206.5,58.90361446,962,3634.380182,837.0,32767,-2440.904762,1250.90867,1231.662651,-4398.5,475,-18825,1828.92294,7707.0,-1884.0,17527.56741,-2689.012048,-2481.662651,3418.497447,11172.36905,-1840.357143,2455.49482,495.1084337,16333.5,2599,2674.993055,377.9036145,-1358.083333,-7849,2215.479906,8239.642857,-2199.511905,17634.90531,2232.294499,10247.15476,-2636.952381,218.7710843,-370.0,14445.51971,18127.0,336.452381,2456.201223,-4282.0,-3893,2035.793669,788,9713.0,1966,2341,10465.0,465,2129.535794,1611.0,6596.02381,20291.53415,10414.5,1146,-21239,-11851.0,-2398.650602,1409,-759.7590361,4199,-691.0240964,9663.180723,1893.16748,7617,-17738.0,-10371.0,382,1328,22756.81081,202.7590361,15253.73916,16372.38261,7100.084337,-1362.0,-400.5662651,1197,1977.221779,1004,-32768,-5934,8360.0,11300.0,3431.464161,-2117.511905,6963.807229,1372.0,1208,19641.64243,-2549.180723,1638.138041,-28.1686747,-12344,-3572,15238.58914,32767,-7956,1823.813475,24105.14819
