unique_id,mode,gender,hold racket handed,play years,level,segment5_Az_median,segment9_Az_median,segment23_Az_median,segment8_Az_median,segment10_Az_median,segment13_Az_median,segment7_Az_median,segment12_Az_std,segment12_Az_median,segment17_Az_std,segment20_Az_std,segment18_Az_std,segment1_Az_mean,segment19_Az_median,segment18_Az_mean,segment15_Az_median,segment4_Az_median,segment14_Az_std,segment25_Az_median,segment7_Ax_max,segment1_Az_median,segment12_Ax_std,segment26_Ax_mean,segment13_Az_std,segment4_Az_std,segment12_Ax_mean,segment18_Az_median,segment20_Az_median,segment20_Gz_mean,segment21_Gx_max,segment0_Az_median,segment8_Az_mean,segment3_Az_median,segment9_Ax_std,segment15_Gz_median,segment12_Gx_max,segment16_Gz_mean,segment25_Ax_std,segment14_Gx_max,segment10_Az_std,segment13_Ax_std,segment17_Az_median,segment3_Ax_max,segment11_Az_median,segment21_Gz_mean,segment14_Gz_median,segment25_Az_mean,segment16_Gx_max,segment7_Az_std,segment0_Ay_mean,segment25_Ax_mean,segment20_Ax_mean,segment7_Ax_mean,segment7_Ay_max,segment6_Az_std,segment6_Ax_std,segment26_Ay_max,segment21_Az_std,segment3_Gz_mean,segment0_Ay_median,segment19_Az_std,segment8_Ax_std,segment16_Ax_std,segment10_Ax_std,segment15_Ax_mean,segment10_Ax_mean,segment14_Gx_std,segment5_Ax_max,segment26_Ax_max,segment16_Az_mean
367,3,1,1,2,2,744.5,189.0,329.0,257.0,187.0,303.0,121.0,2006.635887192021,365.0,2046.9361410477336,1420.2410289641334,2343.2501781472206,583.516129032258,240.0,-74.68817204301075,392.0,583.0,1502.3690346120552,87.0,946.0,410.0,2740.993534893952,-3558.691489361702,2492.032268712396,2201.432957788603,-3023.8924731182797,228.0,342.0,-9848.81914893617,32767.0,112.0,39.680851063829785,810.0,3072.401314252285,-18443.0,32767.0,-2345.1935483870966,3170.6691046472033,32767.0,1801.6240261109651,3012.2013434176483,562.5,538.0,363.5,-4928.268817204301,-15431.0,-113.247311827957,32767.0,2433.894683728819,-728.8279569892474,-4274.795698924731,-2526.946808510638,-3947.6451612903224,2614.0,2858.521263049772,3546.602100104966,1286.0,2286.0333454917486,-1956.763440860215,-739.0,2432.4972473024277,2724.4275393894095,3012.153848921625,2218.1362996905955,-3667.956989247312,-2851.1505376344085,17665.453957250324,531.0,1717.0,127.48387096774194
368,4,1,1,2,2,-542.0,-603.5,-522.0,-567.5,-516.0,-777.0,-889.0,3195.672505544993,-789.0,2123.5449915598265,1933.5995351963504,2378.234412148845,-115.21052631578948,-480.5,-161.0438596491228,-696.5,-696.5,2692.4638031325185,-528.5,16995.0,-86.0,4318.766473742767,3970.008695652174,2059.2750820925553,2028.5196664856803,4189.070175438596,-673.0,-649.5,6316.122807017544,32767.0,-193.5,-383.70175438596493,-202.0,3320.569931649639,16506.5,32767.0,2410.9217391304346,3927.6942681529144,32767.0,2591.2597463334055,3753.12008156482,-728.5,3466.0,-663.0,2502.3739130434783,18570.0,-355.4122807017544,32767.0,2732.136709004747,-770.1315789473684,3560.7368421052633,3241.2105263157896,3468.9473684210525,1050.0,3269.607512532824,4000.785322723855,1179.0,1985.596502032749,141.7280701754386,-818.5,2188.8822916440304,3396.6983070504994,4596.563352013515,3803.9034803758,3182.7280701754385,3468.7739130434784,17137.79266241125,13522.0,19029.0,131.9304347826087
369,5,1,1,2,2,-690.0,-607.0,-303.0,-920.0,-349.0,-301.0,-572.0,2536.8945655527245,-592.0,2941.912624573239,1908.1178222289643,2228.9552772537054,-292.24242424242425,-439.0,175.73737373737373,-345.0,-511.0,2039.425845128422,-652.0,15338.0,-51.0,4858.395987343952,5046.575757575758,2416.2248852396633,1749.0123282804768,3585.838383838384,-244.0,-180.0,2512.808080808081,32767.0,329.0,225.2525252525253,-468.0,3757.4879510214296,17315.0,32767.0,7186.757575757576,4622.068535050051,32767.0,2926.841146775708,4515.758525486503,-440.0,16670.0,-399.0,9197.505050505051,20376.0,-203.4747474747475,32767.0,2900.879498727258,368.0808080808081,4005.484848484849,3661.181818181818,3655.10101010101,1273.0,2848.01876192534,4021.40474098381,947.0,2164.850746593168,5898.757575757576,365.0,2413.566814083315,4787.672105243614,3525.052445828609,4703.006058547666,3835.191919191919,4259.525252525253,19240.11814811524,15263.0,20881.0,-127.29292929292929
370,6,1,1,2,2,-317.0,-357.0,-367.0,-412.0,-347.0,-718.0,-528.0,2306.63434070371,-544.0,1831.941269313606,2448.0297570098246,2313.1103925236152,-7.87378640776699,-310.0,22.223300970873787,-313.0,-324.0,2387.9296141656782,-362.0,16016.0,156.0,4620.498591499251,3710.359223300971,1907.065021030663,2427.4852791457693,3924.339805825243,-293.0,-572.0,458.6407766990291,32767.0,499.5,-151.7766990291262,-279.0,4241.322347382551,21581.5,32767.0,8553.349514563106,4149.507501118423,32767.0,2323.7352472459193,4375.794209694423,-324.0,16552.0,-503.5,12480.970873786408,16922.0,-188.2038834951456,32767.0,2329.4782693558227,29.352941176470587,3442.47572815534,3396.514563106796,3464.3039215686276,1662.0,2333.546827697936,4278.285992040712,1704.0,1960.0496826388533,10431.686274509804,43.0,2670.514511305676,4529.761577116168,4349.58829044223,4750.71021669524,4012.254901960785,3925.990291262136,20217.070668896205,14907.0,18595.0,-130.44660194174756
371,7,1,1,2,2,-696.0,-515.0,-261.0,71.0,336.0,-450.5,-581.0,3516.1217336141112,-354.0,3122.410770207132,3775.0718488140888,3722.105868068313,1193.7570093457944,25.0,-85.98130841121495,-169.0,-825.0,3367.8115740526514,-444.0,19348.0,1171.0,6339.691053295572,4306.551401869159,3014.29247070811,3511.641966004775,5231.757009345794,-734.0,-282.0,-325.22429906542055,32767.0,-53.0,599.5794392523364,-274.0,6383.214193803065,27357.0,32767.0,7399.710280373832,6542.876199314779,32767.0,3456.488016315853,6268.294092062186,-252.0,24197.0,-570.0,5247.523364485981,18426.0,204.7196261682243,32767.0,3203.0144527059447,-501.3490566037736,4851.738317757009,6723.177570093458,4360.261682242991,1852.0,3095.245615320898,5771.284420200784,1969.0,2709.283562325068,7449.158878504673,-161.0,3103.0745017543254,5483.028739284655,6464.958067070424,7573.092444447961,4705.757009345794,6309.878504672897,20962.98807894127,21144.0,19938.0,41.54205607476636
372,8,1,1,2,2,-787.0,-873.0,-555.5,-198.0,-296.0,-229.5,-707.0,2857.7508739213013,-594.5,3240.9730283665567,3328.205128514662,2974.0399002643117,-659.4375,-706.0,-262.95535714285717,-278.0,-737.0,3819.915482782242,-117.5,22089.0,-697.5,6282.064832206264,1086.6814159292037,2082.080681196145,2781.866812307127,4438.919642857143,-366.0,-161.5,5241.839285714285,32767.0,48.0,145.08928571428572,-453.0,7425.871062679504,16854.0,32767.0,11030.33628318584,6546.734770525856,32767.0,2527.4339780558,4360.136810794915,-703.5,18964.0,-457.0,6116.150442477876,15263.0,293.55357142857144,32767.0,3487.9279141757797,-329.4375,5000.928571428572,5516.455357142857,4194.875,2452.0,3099.0754379577565,6250.266327839589,772.0,2960.772674855614,8418.61607142857,-344.0,3177.1595668059276,5341.221798993441,5034.2682724892875,4322.093590433222,4475.080357142857,3234.8849557522126,22280.554374656575,24111.0,3816.0,-339.21238938053096
373,9,1,1,2,2,764.0,530.5,128.0,262.0,148.0,685.5,360.0,1790.1697408651692,479.0,1029.398021921564,1212.2319608089422,1547.2931946890603,598.0654205607476,387.0,-27.471698113207548,612.5,565.0,1422.6965928294385,490.0,786.0,903.0,2309.1259879431873,-2908.8504672897197,1232.1127680794916,1193.2906959082773,-2821.7757009345796,295.5,598.0,1329.0943396226414,32767.0,252.5,263.93457943925233,275.0,2246.7841229342484,-15617.0,32767.0,-3245.07476635514,2092.8458544015166,32767.0,1752.2158042955575,2279.7816048877,566.0,-597.0,559.5,-6189.317757009346,-10703.0,615.6542056074767,32767.0,1208.353675799061,103.0,-2960.878504672897,-2879.4716981132074,-2760.233644859813,1820.0,1149.8365895322993,1576.273683488403,1671.0,1288.921864065331,-1004.607476635514,60.0,1522.0632588912756,2359.765129521077,2016.094666361077,1971.82075589304,-2905.367924528302,-2970.0093457943926,19148.35756672131,-448.0,97.0,187.37383177570092
374,9,1,1,2,2,162.0,291.0,244.0,810.0,529.0,477.5,68.0,1219.501483725569,328.0,1550.0192660933014,1469.2582441783125,1593.4283612331844,501.22105263157897,412.0,552.3157894736842,687.0,768.5,1711.188825352445,583.0,288.0,474.0,2258.443020315341,-3398.84375,1077.8607920526058,1298.5807366425056,-2897.3368421052633,518.0,572.5,-3484.2604166666665,32767.0,179.0,1055.6145833333333,331.0,2695.572707863674,-4913.5,32767.0,-2258.463157894737,2153.694742064079,32767.0,1257.685105456662,2106.3325612064295,340.5,-210.0,303.5,-4271.357894736842,-9188.0,645.9368421052632,32767.0,1185.860726431681,-994.2315789473683,-3259.0105263157893,-2936.78125,-3508.694736842105,1576.0,942.0284062174876,1753.9209459913882,2334.0,1199.3616027632474,-2608.926315789474,-1270.0,978.1378313222078,1793.5529534809125,2197.1133054804236,2025.2634367545488,-2957.7083333333335,-3007.3263157894735,20361.503714325136,-93.0,-652.0,640.7894736842105
375,9,1,1,2,2,388.0,475.5,225.0,624.0,782.0,172.0,407.5,933.272448662854,481.0,1605.3502143656658,1373.9558301608806,1124.2330800507384,488.50515463917526,-7.5,736.659793814433,545.0,339.5,1306.049383850226,657.0,-500.0,385.0,2268.129866176924,-2886.237113402062,1794.7603298841902,863.7508923631625,-3348.3125,841.0,451.0,-2372.7938144329896,32767.0,991.0,694.6907216494845,846.0,2344.6241745441357,-11614.0,32767.0,-1324.7525773195875,1897.2505482098395,32767.0,946.0067890537044,2694.0015908644896,162.5,415.0,120.0,-6925.268041237114,296.5,774.0515463917526,32767.0,1286.8406654784396,-2101.625,-2618.082474226804,-2754.2886597938145,-2647.1145833333335,1775.0,1163.9662568670508,2327.31119652333,1625.0,1339.9223172010718,-1519.7422680412371,-1252.0,1830.9045539506103,1791.41987100011,2338.6627724373143,1980.6554996007328,-2888.226804123711,-2791.5257731958764,20039.71188274213,-55.0,-312.0,740.7835051546392
376,9,1,1,2,2,491.5,358.0,526.0,129.0,233.5,265.0,515.0,1609.4520668336895,661.0,1158.7599795184765,1880.8371756149943,1731.1947829790588,638.3571428571429,795.0,601.030612244898,358.0,-54.0,1794.47325439102,506.5,85.0,363.5,2198.599685659054,-2596.7272727272725,1394.4156240367872,1580.505377737203,-2813.7448979591836,311.0,-67.0,-2694.6161616161617,32767.0,1.0,324.2929292929293,627.0,2887.265866774926,-13444.0,32767.0,-2287.0204081632655,2851.2612818060356,32767.0,1629.1352638864328,2442.689588564002,531.0,-263.0,270.0,-1931.3163265306123,-6647.0,42.10204081632653,32767.0,1256.903246943956,-1071.1122448979593,-3334.795918367347,-3355.6666666666665,-3418.469387755102,1587.0,1325.206978383979,2224.0584662778774,1091.0,1306.4184023756732,-4766.234693877551,-354.5,1381.3720159310217,2711.4420581097206,2365.1442731555476,2166.8092854443175,-3038.4343434343436,-2860.0102040816328,18183.58563807551,-316.0,-618.0,332.8775510204082
377,9,1,1,2,2,554.0,380.5,301.5,44.5,540.5,538.0,501.5,1584.4348309092543,323.0,1734.7683987959135,1583.1224189291152,1258.097898608307,488.8125,572.0,512.3958333333334,622.5,265.0,1394.7016677694887,320.5,519.0,107.0,2807.5201616966765,-2931.1237113402062,1676.174440534107,1349.419057703822,-2896.75,219.5,310.5,776.125,32767.0,727.5,341.0729166666667,345.0,2323.7402934469437,-6611.0,32767.0,-3889.6875,1941.5761638142071,32767.0,1734.5700594765954,2649.4133664876526,551.5,-449.0,517.5,-850.7708333333334,-19186.5,544.1770833333334,32767.0,1287.2938885722854,-1516.4166666666667,-3195.5104166666665,-2732.3854166666665,-2744.6041666666665,2360.0,1178.123370725369,2276.357638608184,1916.0,1919.408415353688,-6370.614583333333,-1014.0,1844.9109165297264,2547.442850614796,2515.010256409256,2820.476485229515,-3364.8229166666665,-3091.3541666666665,16199.53138693035,-334.0,207.0,483.5104166666667
378,9,1,1,2,2,468.0,126.5,0.0,660.0,251.0,182.5,229.0,931.5435966731808,544.0,1524.394803516485,1449.684956750673,1473.6304693525042,335.45454545454544,274.0,898.5,205.0,457.5,1187.617139379516,226.0,800.0,170.0,1855.3230846936283,-2395.070707070707,1251.1384606965912,1211.9540299019536,-2782.222222222222,715.0,310.0,-7216.50505050505,32767.0,9.5,628.040404040404,34.0,2329.5464665457775,-16307.0,32767.0,-5754.010101010101,1933.866354807726,32767.0,1391.925287990052,1707.612999658124,167.0,144.0,74.0,-357.85858585858585,-19143.0,259.47474747474746,32767.0,1521.691084872294,-1564.591836734694,-3196.949494949495,-2603.5858585858587,-2787.5757575757575,2842.0,1867.197197335454,2843.440877004173,805.0,1353.6740600570508,-5103.10101010101,-1484.5,1142.966707297465,2604.384164096478,1305.7125884107625,1704.6500544037706,-2620.5858585858587,-2906.10101010101,19619.216343193435,-238.0,-404.0,689.0
379,9,1,1,2,2,327.0,696.0,345.5,70.0,58.5,295.0,426.0,1515.39878078555,366.0,1624.0342669646727,1479.875338215934,1497.8674091888788,560.2142857142857,-17.5,518.0,462.5,470.0,1780.8867620971143,940.0,-313.0,612.5,2694.206579338174,-3310.2020202020203,1878.5236298908676,1116.9029066336286,-3086.622448979592,684.5,567.5,851.6020408163265,32767.0,438.0,423.1515151515151,67.0,2407.664800106312,-6454.0,32767.0,-372.4387755102041,2927.212275875858,32767.0,1443.7021869781688,2329.0838289545795,140.0,664.0,583.0,-2118.2551020408164,-8643.0,449.1224489795918,32767.0,1564.4900284585356,-1441.204081632653,-3186.1632653061224,-3276.234693877551,-2571.295918367347,1180.0,1646.4646263831066,2724.754460660103,1800.0,1551.868604542364,3.377551020408163,-968.0,1384.284788238294,2464.575236799875,2278.8408214220285,2377.761244888273,-2695.387755102041,-2768.816326530612,19509.02628591256,-523.0,1134.0,540.2142857142857
380,9,1,1,2,2,275.0,257.0,232.0,642.0,875.0,345.0,92.5,1816.6173377942937,561.5,1941.3044573414415,1968.6303904362817,2268.4017347815866,312.3958333333333,332.0,166.2736842105263,578.0,22.0,1748.7204722111985,65.5,480.0,516.0,2395.788864804706,-2852.8333333333335,1329.2015625993754,1979.2000923734236,-2951.1666666666665,206.0,85.0,2166.4479166666665,32767.0,178.0,495.4375,681.5,2471.1339431720316,-17857.5,32767.0,-4818.770833333333,2433.7897816756663,32767.0,1745.933904099075,2604.770162265214,148.0,1687.0,396.0,-4898.489583333333,-11040.5,530.875,32767.0,1486.217820416046,-526.6210526315789,-2667.5833333333335,-3820.5208333333335,-3303.9895833333335,1572.0,1770.961773773411,2728.4156151688517,921.0,1496.8950494119465,-3652.5,130.0,1565.8201957147442,2260.2922242771187,2547.590883710312,2270.5411300676747,-2692.9791666666665,-2813.3645833333335,19511.302674064435,822.0,-805.0,757.3333333333334
381,9,1,1,2,2,145.0,-88.0,51.0,606.0,931.0,173.0,251.0,1837.5493315157732,88.0,1573.7672002404493,825.5532815883889,1285.2928972224763,436.3917525773196,43.0,224.4226804123711,-65.0,234.0,1355.5205624864666,196.0,51.0,10.0,2662.770709429133,-3451.265306122449,1600.7510440863969,1698.4699757983622,-2879.762886597938,296.0,457.0,-8560.34693877551,32767.0,935.0,466.6185567010309,-12.0,2383.7334612235195,-8081.0,32767.0,-2150.1958762886597,1735.2124435507526,32767.0,1338.4260076353726,2215.193747725584,141.0,-146.0,-69.0,-3602.6288659793813,-10172.0,558.8247422680413,32767.0,2107.723983919684,-1815.8453608247423,-2852.1134020618556,-2737.3979591836733,-3269.3711340206187,2694.0,2665.0040955581926,3361.601855884242,1499.0,1978.4318320802824,-5527.546391752578,-936.0,1605.6434178252823,2792.9325989513327,2006.346815761517,2685.119129955965,-2735.979381443299,-2497.144329896907,19863.573091455957,171.0,-216.0,425.7113402061856
382,9,1,1,2,2,658.0,84.0,-39.0,331.0,64.0,39.0,452.0,1301.6200678463772,71.0,1360.677677807415,1242.622645651433,1337.7811876922449,393.5353535353535,305.0,842.234693877551,52.0,117.0,1537.6528990362222,204.0,1354.0,454.0,1710.1777495415708,-3056.6666666666665,1585.1781931667554,1326.284070695257,-2733.061224489796,569.0,74.0,1118.3030303030305,32767.0,-92.5,536.7474747474747,426.0,2875.6023593125315,-15814.5,30628.0,-4335.424242424242,2706.00500167213,32767.0,1816.4509397528263,2612.839352523163,31.0,896.0,-226.0,-3424.8469387755104,-2889.0,132.45454545454547,32767.0,1184.539453701639,-1047.0816326530612,-3167.959595959596,-3408.6464646464647,-2705.939393939394,1724.0,1754.568408938548,2264.5016883184994,2237.0,1524.6683472262864,-1165.0102040816328,-816.5,1294.2993453714785,2444.0660990281613,2282.1327580835004,2677.588083881498,-2818.8673469387754,-3197.4949494949497,16048.859235107364,1045.0,207.0,199.020202020202
383,9,1,1,2,2,215.5,205.0,-244.0,526.0,171.0,-128.0,482.5,1834.851188515739,424.0,2142.791710524762,1385.4509727179857,1718.2571405297747,522.2073170731708,596.0,107.3780487804878,-109.0,393.5,1089.363465089582,56.5,-577.0,70.0,3403.6789212321387,-3317.0243902439024,2023.5013414901275,1592.065482088094,-3825.451219512195,32.0,513.0,834.5185185185185,32767.0,-112.0,233.609756097561,-77.0,2601.3347283609623,-6983.0,32767.0,-3877.4691358024697,2295.6014478317725,32767.0,1989.4356866887688,2449.3853723601683,350.5,-545.0,30.0,-6682.40243902439,-13134.5,142.21951219512195,32767.0,2215.204699558455,-2613.9753086419755,-3592.231707317073,-3487.864197530864,-3247.3658536585367,2381.0,1277.289262971247,2727.4683341504865,1398.0,1427.2310899696956,-2117.0864197530864,-1204.0,2083.8321360435,2987.448282079929,2983.436403386687,3528.978089870603,-3559.621951219512,-3668.753086419753,20252.712182147287,-270.0,1912.0,465.85185185185185
384,10,1,1,2,2,232.0,-314.5,339.0,-52.5,-191.5,586.0,1.0,805.9934986814508,586.0,949.2881108806608,1504.6140208474544,1393.3530043727458,-115.44252873563218,626.0,756.8390804597701,707.5,204.5,1567.7847797459692,363.0,-1823.0,-71.5,1350.2850370320557,-2516.8045977011493,1096.320431605981,248.5598395225797,-2489.051724137931,969.0,484.5,-4580.051724137931,32767.0,-971.0,-137.367816091954,-25.5,221.7446371532415,-14272.0,32767.0,3349.9540229885056,1302.0099292603172,32767.0,316.25905744965746,2058.7103444149716,535.5,-1234.0,675.0,-4995.752873563219,-5561.5,488.91379310344826,32767.0,356.50989142237324,142.21965317919074,-2571.557471264368,-2916.344827586207,-2006.867816091954,-56.0,334.585752401583,243.24978184590492,1879.0,1265.919697625527,1416.7471264367816,-58.0,1624.9821746839848,317.79990314404915,2320.344903343393,124.10598367647064,-2313.942528735632,-2020.2586206896551,21154.217758754552,-1184.0,-466.0,629.6379310344828
385,10,1,1,2,2,284.5,298.0,400.5,489.5,683.5,337.0,119.0,999.00409166045,868.5,1856.36073893861,1155.44032841931,1226.2440332303777,435.2592592592592,541.0,704.588785046729,197.5,399.0,1174.7469063146102,269.0,-7.0,258.0,1883.0969071846575,-2902.740740740741,1372.1946643509038,1422.1045169230767,-2895.1018518518517,642.0,422.0,-4345.231481481482,32767.0,746.0,416.0925925925926,315.5,1645.133375722088,-14148.0,31351.0,-4597.888888888889,2140.585331969523,32767.0,1151.8008859080044,1898.0733474637304,745.0,-723.0,317.0,-1310.925925925926,-12910.5,323.30555555555554,31341.0,1616.4913684604908,-1602.1869158878503,-2961.462962962963,-2969.8981481481483,-2876.814814814815,1283.0,1283.209671771685,1925.1342720126763,1845.0,1566.927315760763,-7547.611111111111,-1129.0,1643.2749623394898,2293.1535841150076,2026.4185956410745,1582.304375939498,-2717.703703703704,-2457.8055555555557,14302.576207468324,-332.0,593.0,422.0462962962963
386,10,1,1,2,2,476.0,346.5,889.0,635.0,481.0,1280.0,320.0,1536.6944237459445,306.0,1158.5525259525182,1078.4840583675075,1536.455336908566,667.5185185185185,542.5,545.75,698.0,412.0,1085.817335588925,583.0,-980.0,668.5,2146.9506512180087,-2828.8256880733943,1370.6594240102936,1020.5638976250308,-2874.8888888888887,347.5,331.0,-2255.97247706422,32767.0,402.5,795.7339449541284,654.5,1975.6868672422993,-8679.0,32767.0,-1604.3148148148148,1723.129937288092,32767.0,1258.5310035717448,1760.606181428335,729.0,133.0,603.0,-2261.277777777778,-10867.0,638.8888888888889,32767.0,1337.6838500040765,-1366.8703703703704,-2870.6574074074074,-2782.119266055046,-3221.75,1761.0,1334.6919481973282,2045.09497747168,1063.0,1215.377504338519,-468.47222222222223,-885.0,1366.1355096438554,1873.1574723136612,2012.9561541163937,1797.5083574720193,-2887.091743119266,-2767.3981481481483,18027.6285644874,-306.0,-1104.0,474.962962962963
387,10,1,1,2,2,368.5,296.0,364.5,261.0,326.0,463.0,699.0,1498.9110628309577,172.0,1265.0400112279806,1286.5936739449303,1467.3260520969548,556.4803921568628,614.5,382.13861386138615,681.0,499.0,1801.753338075321,270.5,-102.0,344.5,1575.013959696205,-2789.578431372549,1380.109120520695,1662.7414111912135,-2901.762376237624,136.0,369.0,-622.4356435643564,28883.0,639.0,277.3069306930693,94.0,1739.41893445113,-8516.5,32767.0,341.8217821782178,2331.291406097938,32767.0,1469.963708658837,1838.994775394769,449.5,-397.0,540.5,-3185.107843137255,-14719.0,246.47058823529412,32767.0,1337.1211521362588,-1237.5445544554457,-3028.2156862745096,-2542.2574257425745,-2849.205882352941,425.0,1275.5433208082368,1579.1243635984547,1906.0,1435.1168986809616,2060.813725490196,-1335.0,1024.0808986810785,1638.1918191200143,1909.8000367510924,1593.675867271798,-2394.8627450980393,-2379.772277227723,20641.849398124326,-23.0,-573.0,603.3366336633663
388,10,1,1,2,2,427.5,1376.0,257.0,181.5,165.0,609.0,139.0,935.1098255887906,465.5,1413.3410204674788,1719.5677205889888,1789.4184387566015,272.89285714285717,435.0,123.1566265060241,224.0,380.0,1522.7134917561443,445.0,-362.0,919.5,1129.870965933661,-3081.8214285714284,1274.558416667302,960.5513907682742,-1977.928571428571,239.0,13.0,-1608.2738095238096,31614.0,599.0,778.3571428571429,251.5,1961.0312564106516,-19518.5,32767.0,-6927.011904761905,1709.8406760904302,32767.0,1465.9825822314176,1739.714118917542,535.5,-245.0,9.0,-5688.761904761905,4215.0,579.9166666666666,32767.0,870.8840852802003,-594.2048192771084,-2814.7023809523807,-3303.9523809523807,-2511.1785714285716,1482.0,1481.251315861907,1962.9792523996464,364.0,969.0753857025796,-9436.52380952381,-168.0,1711.3155130329976,1661.5598190168182,2208.576495757704,1971.5396096446957,-3067.214285714286,-2895.1785714285716,22594.54804644978,-724.0,-231.0,309.6666666666667
389,10,1,1,2,2,332.5,173.5,244.5,314.0,143.0,500.5,524.0,1678.607633076699,781.0,967.763998337548,1011.0361634764122,1597.38258380698,890.2352941176471,342.0,498.7087378640777,290.5,493.0,1827.2829627919991,41.5,-294.0,769.0,1848.3615690555123,-3040.854368932039,985.0099249202848,1427.3586343101608,-2885.6116504854367,266.0,381.0,489.5922330097088,32767.0,67.5,540.7864077669902,788.0,1571.1886230972557,-5727.0,32767.0,-6574.165048543689,1886.2990071174324,32767.0,1490.6148492187615,1565.932796441767,320.0,-68.0,315.0,-5307.64705882353,-3110.0,385.9019607843137,32767.0,1329.2889365722947,-1051.0,-2729.392156862745,-3145.9126213592235,-2392.294117647059,1056.0,1609.7438441719733,1833.9651119013208,1842.0,1897.5596277708353,-1319.421568627451,-1098.5,1837.5850404412631,1734.814451428208,1840.5512283056248,1929.3469417993545,-3153.8333333333335,-2937.4174757281553,21923.855152015414,-248.0,-788.0,308.19417475728153
390,10,1,1,2,2,507.0,-32.5,113.0,1088.0,334.0,353.0,598.0,1133.24321378952,121.5,1162.4985222501998,1485.1700237386365,1519.215587433199,206.2871287128713,278.0,547.67,162.0,1170.0,1764.9692153530625,243.0,-92.0,177.0,1619.4270610002786,-2852.2772277227723,1447.543724327462,1253.961726203498,-2310.21,506.0,363.0,-3611.910891089109,32457.0,433.5,764.2277227722773,445.0,1904.474089374807,-3884.0,32767.0,-3313.3267326732675,1933.271218822871,32767.0,1478.39716127104,1832.970843608343,344.0,-787.0,510.0,-1670.55,16621.0,747.3663366336634,32767.0,1356.2652076923252,-2106.54,-2793.3960396039606,-2761.8118811881186,-3074.990099009901,1224.0,1468.4819207603475,2213.850081554756,1375.0,1308.143557680119,-3531.69,-1605.0,1408.0412891439385,1578.0727269104198,1765.1951359700015,1726.5565691604563,-3198.36,-2491.2772277227723,22931.279611896,-780.0,-340.0,726.4950495049505
391,10,1,1,2,2,222.0,1046.5,411.5,374.0,401.0,534.0,221.0,1993.2586723967352,199.0,1632.5531685771984,1223.8500676710437,1085.2106956239777,471.3137254901961,393.5,727.940594059406,848.0,551.0,1642.2545696577045,129.0,-172.0,490.0,2857.7530662031304,-3040.0,1169.9478959750406,1000.7843802475514,-3101.128712871287,517.0,698.0,536.6435643564356,32767.0,317.0,531.7722772277227,206.5,2200.6346042403857,-8229.5,32767.0,-6926.257425742574,2052.303450211329,32767.0,1358.7806373759502,1722.0771368114715,918.5,-865.0,534.5,-3978.0196078431377,-6567.0,572.6176470588235,32767.0,1559.6757738426684,-2085.633663366337,-2932.8039215686276,-2721.089108910891,-2947.127450980392,472.0,1493.275664364539,2179.609636209707,2495.0,1906.2883844907335,-3238.774509803922,-1687.0,1507.0413557443856,1836.8908627789,1895.5239688173667,1904.4428644252907,-2969.7156862745096,-2751.90099009901,18576.69360441799,-612.0,-83.0,219.92079207920793
392,10,1,1,2,2,708.0,23.0,-60.5,442.0,577.5,53.0,-52.0,1625.6262928734982,1107.0,1573.7249018097043,1173.3084839234505,1035.205279805831,187.23809523809524,-14.0,640.3904761904762,208.0,565.0,1441.213977576195,93.0,-702.0,-40.0,1905.277887636249,-2842.9142857142856,1558.901505231826,952.7411350337968,-2989.542857142857,665.0,626.5,1693.0673076923076,32767.0,712.5,470.32380952380953,107.5,1725.8897979181124,-11744.0,32767.0,2445.471153846154,1914.9501958793633,32056.0,1067.7450960958267,1873.2454152419143,-10.0,269.0,4.0,-4830.9047619047615,2875.0,369.26666666666665,32767.0,1786.6630628453856,-1783.3942307692307,-2844.0666666666666,-3170.4134615384614,-3006.9523809523807,1736.0,1410.1447274541945,2473.2076931682464,1489.0,1352.0091573439693,-1895.0673076923076,-1107.5,1320.57289031672,2307.935940822183,1774.3101282246466,1607.8863286667568,-3100.0666666666666,-2855.375,18060.627368094418,-355.0,-85.0,646.1538461538462
393,10,1,1,2,2,551.0,422.0,168.0,566.5,190.5,345.0,402.0,1330.69911414005,-1.0,1667.725200556608,1269.857595058751,1292.6720201042324,405.1682242990654,145.0,418.9537037037037,820.0,-181.0,1835.1373216653296,71.0,301.0,180.0,1668.9643759333003,-2756.814814814815,903.176645184276,1743.29635836042,-2969.203703703704,146.0,222.0,-2495.074074074074,32767.0,516.0,201.9537037037037,256.0,2101.927513017495,4686.0,32767.0,-1195.5925925925926,1620.6208705659913,32767.0,1808.124931454382,2055.048098645298,-37.0,-763.0,-150.0,-2442.663551401869,2005.5,150.01869158878506,32767.0,1130.5261993718473,-2017.8785046728972,-2924.88785046729,-2942.185185185185,-2459.4392523364486,491.0,1461.3588794992686,2107.3539189658013,1419.0,1429.39799826206,7011.672897196262,-1382.0,1693.9392738315978,2416.2722353547756,2419.039258268009,2112.540332891488,-2568.88785046729,-2927.9074074074074,23341.38205731049,71.0,396.0,397.4166666666667
